u,v,key,osmid,name,highway,oneway,reversed,length,geometry,bridge,junction
2697137475,2697137463,0,264040395,,service,False,False,146.627,"LINESTRING (120.2640824 31.4910211, 120.2640958 31.4897025)",,
2697137475,2697137494,0,264040395,,service,False,True,163.688,"LINESTRING (120.2640824 31.4910211, 120.2640824 31.4910944, 120.2648836 31.4910944, 120.2651349 31.4911562, 120.2657125 31.4911608)",,
2697137475,2697137456,0,264040396,,service,False,False,168.131,"LINESTRING (120.2640824 31.4910211, 120.2629552 31.4910123, 120.2628363 31.4909, 120.2627075 31.4908154, 120.2625837 31.490774, 120.2624131 31.4907498)",,
2697137478,2697137484,0,264040394,,service,True,False,146.546,"LINESTRING (120.2622243 31.4907854, 120.2622158 31.4894675)",,
2697137478,2697137455,0,"[264040396, 264040397, 264040398]",,service,False,False,181.54399999999998,"LINESTRING (120.2622243 31.4907854, 120.2621358 31.4908655, 120.2620956 31.490957, 120.2620933 31.4910608, 120.2620933 31.491298, 120.2621094 31.4923818)",yes,
2697137478,2697137456,0,264040396,,service,False,True,18.752,"LINESTRING (120.2622243 31.4907854, 120.2623101 31.4907511, 120.2624131 31.4907498)",,
2697137484,2697137489,0,250489552,,unclassified,False,False,18.771,"LINESTRING (120.2622158 31.4894675, 120.2624119 31.4894444)",,
2697137484,2569260844,0,250489552,,unclassified,False,True,9.705,"LINESTRING (120.2622158 31.4894675, 120.2621144 31.4894794)",,
2697137489,2697137484,0,250489552,,unclassified,False,True,18.771,"LINESTRING (120.2624119 31.4894444, 120.2622158 31.4894675)",,
2697137489,2697137456,0,264040393,,service,True,False,145.154,"LINESTRING (120.2624119 31.4894444, 120.2624131 31.4907498)",,
2697137489,2697137463,0,250489552,,unclassified,False,False,163.90699999999998,"LINESTRING (120.2624119 31.4894444, 120.2625219 31.4894314, 120.2628545 31.4894405, 120.2631925 31.4894725, 120.2635036 31.4895274, 120.2637941 31.4896056, 120.2640958 31.4897025)",,
2697137490,2569260898,0,250489568,泰山路,unclassified,False,False,22.411,"LINESTRING (120.267415 31.4902962, 120.2676511 31.4903055)",,
2697137490,2697137472,0,264040395,,service,False,False,42.972,"LINESTRING (120.267415 31.4902962, 120.2674278 31.4906825)",,
2697137490,9733584226,0,250489568,泰山路,unclassified,False,True,24.698,"LINESTRING (120.267415 31.4902962, 120.2673821 31.4902949, 120.2671548 31.490286)",,
2697137492,2569260871,0,264040141,三江路,unclassified,False,False,204.89000000000001,"LINESTRING (120.2594212 31.4911456, 120.2592585 31.4914148, 120.2591002 31.491767, 120.2590206 31.4920257, 120.2589716 31.4922362, 120.2589404 31.4924233, 120.2589216 31.4925831, 120.2589158 31.492914)",,
2697137492,2697135647,0,"[250489556, 264040141, 264040134]",三江路,unclassified,False,True,193.24200000000002,"LINESTRING (120.2594212 31.4911456, 120.2594409 31.4911129, 120.259577 31.4909157, 120.259803 31.4906555, 120.2600464 31.4904263, 120.2603334 31.490193, 120.2606499 31.4899917, 120.2608148 31.4899064)",yes,
2697137492,2569260968,0,264040392,,residential,False,True,223.97,"LINESTRING (120.2594212 31.4911456, 120.2597004 31.4912932, 120.2598613 31.4913641, 120.2600195 31.4914167, 120.2601541 31.4914833, 120.2602694 31.4915542, 120.2603736 31.4916454, 120.260505 31.4917895, 120.2606047 31.4919521, 120.2606932 31.4920573, 120.2608188 31.4921806, 120.260961 31.4922881, 120.2611009 31.4923798, 120.2611495 31.4924509)",,
2697137494,2569335518,0,250495202,北学院街,service,True,False,113.519,"LINESTRING (120.2657125 31.4911608, 120.2657114 31.4901399)",,
2697137494,2697137467,0,264040395,,service,False,True,18.79,"LINESTRING (120.2657125 31.4911608, 120.2659106 31.4911653)",,
2697137494,2697137475,0,264040395,,service,False,False,163.688,"LINESTRING (120.2657125 31.4911608, 120.2651349 31.4911562, 120.2648836 31.4910944, 120.2640824 31.4910944, 120.2640824 31.4910211)",,
2697141607,2697141662,0,264040771,,footway,False,False,42.095,"LINESTRING (120.2667438 31.4868811, 120.2666745 31.4868539, 120.2665829 31.4868491, 120.2665051 31.4868445, 120.2664381 31.4868217, 120.2663875 31.4867876, 120.2663312 31.486767)",,
2697141607,2697141674,0,264040771,,footway,False,True,47.011,"LINESTRING (120.2667438 31.4868811, 120.2667653 31.4869109, 120.2667733 31.4869635, 120.2667707 31.4870367, 120.2667733 31.4870916, 120.2668002 31.4871579, 120.2668082 31.4872197, 120.2667952 31.4872931)",,
2697141607,2697141664,0,264040774,,footway,False,False,35.909,"LINESTRING (120.2667438 31.4868811, 120.2668055 31.4868148, 120.266886 31.4867896, 120.2670688 31.486735)",,
2697141617,2697141659,0,250495186,北学院路,service,True,False,53.919,"LINESTRING (120.2659011 31.4870438, 120.2659038 31.4875287)",,
2697141617,2697141701,0,264040773,,track,False,True,15.656,"LINESTRING (120.2659011 31.4870438, 120.2660662 31.4870426)",,
2697141624,2697141688,0,289550978,,path,False,False,88.046,"LINESTRING (120.2670017 31.4875195, 120.2660732 31.4875264)",,
2697141624,2697141698,0,264040771,,footway,False,False,17.990000000000002,"LINESTRING (120.2670017 31.4875195, 120.266999 31.4874257, 120.2669722 31.4873617)",,
2697141624,2931070463,0,289550978,,path,False,True,142.47199999999998,"LINESTRING (120.2670017 31.4875195, 120.2674975 31.4875193, 120.2675435 31.487531, 120.2675757 31.4875698, 120.2675814 31.4883398)",,
2697141633,2697141701,0,264040769,,footway,False,False,26.875,"LINESTRING (120.2663496 31.4870458, 120.2660662 31.4870426)",,
2697141633,2697141662,0,264040768,,footway,False,False,31.927999999999997,"LINESTRING (120.2663496 31.4870458, 120.26635 31.4870117, 120.2663174 31.4869292, 120.266304 31.4868606, 120.2663312 31.486767)",,
2697141633,2697141674,0,264040769,,footway,False,True,75.19700000000002,"LINESTRING (120.2663496 31.4870458, 120.2663496 31.4871442, 120.2663656 31.4872151, 120.2663549 31.4872745, 120.2663553 31.4873159, 120.2663791 31.4873455, 120.2664193 31.4873523, 120.266489 31.4873386, 120.2665829 31.4873089, 120.2667331 31.487318, 120.2667952 31.4872931)",,
2697141645,2931042980,0,264040776,,footway,False,True,24.253,"LINESTRING (120.2675864 31.4890102, 120.2676021 31.4892279)",,
2697141645,2931070463,0,289550978,,path,False,False,74.547,"LINESTRING (120.2675864 31.4890102, 120.2675814 31.4883398)",,
2697141645,9733584218,0,250495493,嵩山路,service,False,False,168.27499999999998,"LINESTRING (120.2675864 31.4890102, 120.2674372 31.489011, 120.267435 31.4892215, 120.2674064 31.4892551, 120.2673554 31.4892689, 120.2669344 31.4892678, 120.266079 31.4892655)",,
2697141645,2569335531,0,"[250495205, 250495493, 250495494]","['嵩山路', '文昌桥']",service,False,True,64.574,"LINESTRING (120.2675864 31.4890102, 120.2677529 31.4890093, 120.2680157 31.4890079, 120.2682674 31.4890065)",yes,
2697141659,2931071667,0,250495186,北学院路,service,True,False,18.805,"LINESTRING (120.2659038 31.4875287, 120.2659011 31.4876978)",,
2697141659,2697141688,0,289550978,,path,False,True,16.065,"LINESTRING (120.2659038 31.4875287, 120.2660732 31.4875264)",,
2697141662,2697141684,0,264040768,,footway,False,False,75.589,"LINESTRING (120.2663312 31.486767, 120.2663549 31.4867325, 120.2664143 31.4866938, 120.2665185 31.486641, 120.266599 31.4866204, 120.2666718 31.4866252, 120.2667577 31.4866481, 120.2668462 31.4866412, 120.2669669 31.4866252, 120.2670607 31.4866069)",,
2697141662,2697141633,0,264040768,,footway,False,True,31.927999999999997,"LINESTRING (120.2663312 31.486767, 120.266304 31.4868606, 120.2663174 31.4869292, 120.26635 31.4870117, 120.2663496 31.4870458)",,
2697141662,2697141607,0,264040771,,footway,False,True,42.095,"LINESTRING (120.2663312 31.486767, 120.2663875 31.4867876, 120.2664381 31.4868217, 120.2665051 31.4868445, 120.2665829 31.4868491, 120.2666745 31.4868539, 120.2667438 31.4868811)",,
2697141664,2697141698,0,264040767,,footway,False,True,81.36099999999999,"LINESTRING (120.2670688 31.486735, 120.2670983 31.4867945, 120.2671569 31.4868583, 120.2671868 31.4868905, 120.2671918 31.4869703, 120.2671814 31.4870529, 120.2671439 31.4872084, 120.2670983 31.4872977, 120.2670282 31.4873409, 120.2669722 31.4873617)",,
2697141664,2697141684,0,264040774,,footway,False,False,14.264999999999999,"LINESTRING (120.2670688 31.486735, 120.2670657 31.4866867, 120.2670607 31.4866069)",,
2697141664,2697141607,0,264040774,,footway,False,True,35.909,"LINESTRING (120.2670688 31.486735, 120.266886 31.4867896, 120.2668055 31.4868148, 120.2667438 31.4868811)",,
2697141673,2569335372,0,256256103,井冈山路,service,False,False,16.405,"LINESTRING (120.266071 31.4864657, 120.265898 31.4864664)",,
2697141673,2697141701,0,264040777,,track,False,False,64.15,"LINESTRING (120.266071 31.4864657, 120.2660662 31.4870426)",,
2697141673,2697141682,0,256256103,井冈山路,service,False,True,113.359,"LINESTRING (120.266071 31.4864657, 120.2663075 31.4864648, 120.2664462 31.4863521, 120.2672136 31.4863528)",,
2697141674,2697141633,0,264040769,,footway,False,False,75.197,"LINESTRING (120.2667952 31.4872931, 120.2667331 31.487318, 120.2665829 31.4873089, 120.266489 31.4873386, 120.2664193 31.4873523, 120.2663791 31.4873455, 120.2663553 31.4873159, 120.2663549 31.4872745, 120.2663656 31.4872151, 120.2663496 31.4871442, 120.2663496 31.4870458)",,
2697141674,2697141607,0,264040771,,footway,False,False,47.011,"LINESTRING (120.2667952 31.4872931, 120.2668082 31.4872197, 120.2668002 31.4871579, 120.2667733 31.4870916, 120.2667707 31.4870367, 120.2667733 31.4869635, 120.2667653 31.4869109, 120.2667438 31.4868811)",,
2697141674,2697141698,0,264040771,,footway,False,True,18.96,"LINESTRING (120.2667952 31.4872931, 120.2668994 31.4873157, 120.2669508 31.4873388, 120.2669722 31.4873617)",,
2697141682,2619275857,0,256256103,井冈山路,service,False,True,15.409,"LINESTRING (120.2672136 31.4863528, 120.2673761 31.4863529)",,
2697141682,2697141673,0,256256103,井冈山路,service,False,False,113.359,"LINESTRING (120.2672136 31.4863528, 120.2664462 31.4863521, 120.2663075 31.4864648, 120.266071 31.4864657)",,
2697141682,2697141684,0,264040774,,footway,False,True,34.631,"LINESTRING (120.2672136 31.4863528, 120.2672136 31.4864376, 120.2671837 31.4865197, 120.2671408 31.4865724, 120.2670607 31.4866069)",,
2697141684,2697141662,0,264040768,,footway,False,True,75.58899999999998,"LINESTRING (120.2670607 31.4866069, 120.2669669 31.4866252, 120.2668462 31.4866412, 120.2667577 31.4866481, 120.2666718 31.4866252, 120.266599 31.4866204, 120.2665185 31.486641, 120.2664143 31.4866938, 120.2663549 31.4867325, 120.2663312 31.486767)",,
2697141684,2697141682,0,264040774,,footway,False,False,34.631,"LINESTRING (120.2670607 31.4866069, 120.2671408 31.4865724, 120.2671837 31.4865197, 120.2672136 31.4864376, 120.2672136 31.4863528)",,
2697141684,2697141664,0,264040774,,footway,False,True,14.264999999999999,"LINESTRING (120.2670607 31.4866069, 120.2670657 31.4866867, 120.2670688 31.486735)",,
2697141688,2697141701,0,264040777,,track,False,True,53.8,"LINESTRING (120.2660732 31.4875264, 120.2660662 31.4870426)",,
2697141688,2697141659,0,289550978,,path,False,False,16.065,"LINESTRING (120.2660732 31.4875264, 120.2659038 31.4875287)",,
2697141688,2697141624,0,289550978,,path,False,True,88.046,"LINESTRING (120.2660732 31.4875264, 120.2670017 31.4875195)",,
2697141698,2697141664,0,264040767,,footway,False,False,81.36099999999999,"LINESTRING (120.2669722 31.4873617, 120.2670282 31.4873409, 120.2670983 31.4872977, 120.2671439 31.4872084, 120.2671814 31.4870529, 120.2671918 31.4869703, 120.2671868 31.4868905, 120.2671569 31.4868583, 120.2670983 31.4867945, 120.2670688 31.486735)",,
2697141698,2697141674,0,264040771,,footway,False,False,18.96,"LINESTRING (120.2669722 31.4873617, 120.2669508 31.4873388, 120.2668994 31.4873157, 120.2667952 31.4872931)",,
2697141698,2697141624,0,264040771,,footway,False,True,17.990000000000002,"LINESTRING (120.2669722 31.4873617, 120.266999 31.4874257, 120.2670017 31.4875195)",,
2697141701,2697141633,0,264040769,,footway,False,True,26.875,"LINESTRING (120.2660662 31.4870426, 120.2663496 31.4870458)",,
2697141701,2697141617,0,264040773,,track,False,False,15.656,"LINESTRING (120.2660662 31.4870426, 120.2659011 31.4870438)",,
2697141701,2697141688,0,264040777,,track,False,False,53.8,"LINESTRING (120.2660662 31.4870426, 120.2660732 31.4875264)",,
2697141701,2697141673,0,264040777,,track,False,True,64.15,"LINESTRING (120.2660662 31.4870426, 120.266071 31.4864657)",,
2706621047,2570938552,0,250705166,,path,False,True,52.718,"LINESTRING (120.2678475 31.4793531, 120.2678497 31.4798272)",,
2706621047,2706621049,0,265001590,,unclassified,False,True,16.14,"LINESTRING (120.2678475 31.4793531, 120.2676773 31.4793533)",,
2706621047,2570938804,0,250705166,,path,False,False,245.85,"LINESTRING (120.2678475 31.4793531, 120.2678409 31.4788066, 120.2678095 31.4787528, 120.2677604 31.4787266, 120.2674412 31.4787289, 120.2673348 31.4787482, 120.2672623 31.4787848, 120.2671899 31.4788443, 120.2671416 31.4789198, 120.2671086 31.4790079, 120.2670899 31.4791132, 120.2670826 31.4792034, 120.2670558 31.4792926, 120.2669619 31.4794504, 120.2669297 31.4795214, 120.266919 31.4796129, 120.2669155 31.4797628, 120.2669163 31.4798327)",,
2706621047,2706621050,0,"[265001592, 265001591]",,unclassified,False,False,35.952,"LINESTRING (120.2678475 31.4793531, 120.2680716 31.4793511, 120.2682266 31.4793513)",yes,
2706621049,2706621047,0,265001590,,unclassified,False,False,16.14,"LINESTRING (120.2676773 31.4793533, 120.2678475 31.4793531)",,
2706621050,2569260930,0,250488879,中央大道,unclassified,False,False,52.68,"LINESTRING (120.2682266 31.4793513, 120.2682357 31.479825)",,
2706621050,7611431393,0,250488879,中央大道,unclassified,False,True,33.436,"LINESTRING (120.2682266 31.4793513, 120.2682263 31.4790506)",,
2706621050,2706621047,0,"[265001592, 265001591]",,unclassified,False,True,35.952,"LINESTRING (120.2682266 31.4793513, 120.2680716 31.4793511, 120.2678475 31.4793531)",yes,
2706632041,2570934334,0,250705143,武夷山路,unclassified,False,False,68.647,"LINESTRING (120.2714506 31.4811952, 120.2721745 31.4811928)",,
2706632041,2569260923,0,250705143,武夷山路,unclassified,False,True,65.167,"LINESTRING (120.2714506 31.4811952, 120.2707634 31.4811975)",,
2706632041,2706632047,0,265002904,,path,False,True,40.586,"LINESTRING (120.2714506 31.4811952, 120.2714497 31.4815602)",,
2706632043,2570934334,0,250706067,,service,False,True,70.786,"LINESTRING (120.2722161 31.4818284, 120.2721745 31.4811928)",,
2706632043,2570950239,0,250706067,,service,False,False,36.011,"LINESTRING (120.2722161 31.4818284, 120.2722213 31.4819073, 120.2722207 31.4819991, 120.2721941 31.4820685, 120.2721458 31.4821371)",,
2706632043,2706632049,0,265002903,,path,False,True,109.941,"LINESTRING (120.2722161 31.4818284, 120.27173 31.4818328, 120.2710568 31.4818397)",,
2706632047,2706632041,0,265002904,,path,False,False,40.586,"LINESTRING (120.2714497 31.4815602, 120.2714506 31.4811952)",,
2706632049,2706632043,0,265002903,,path,False,False,109.941,"LINESTRING (120.2710568 31.4818397, 120.27173 31.4818328, 120.2722161 31.4818284)",,
2931042980,2697141645,0,264040776,,footway,False,False,24.253,"LINESTRING (120.2676021 31.4892279, 120.2675864 31.4890102)",,
2931045238,2931045245,0,289551145,,path,False,True,19.994,"LINESTRING (120.2666742 31.49118, 120.2666759 31.4913598)",,
2931045238,2697137467,0,264040395,,service,False,False,72.71600000000001,"LINESTRING (120.2666742 31.49118, 120.2659986 31.4911859, 120.2659106 31.4911653)",,
2931045238,2697137472,0,264040395,,service,False,True,115.64699999999999,"LINESTRING (120.2666742 31.49118, 120.2672877 31.4911746, 120.2672858 31.4909662, 120.2674278 31.4906825)",,
2931045238,2931045246,0,289551145,,path,False,False,106.80799999999999,"LINESTRING (120.2666742 31.49118, 120.2666767 31.4908724, 120.265911 31.4908764)",,
2931045239,2931045245,0,289551145,,path,False,False,27.68,"LINESTRING (120.2666714 31.4916087, 120.2666759 31.4913598)",,
2931045241,2569245003,0,250488877,中央大道,unclassified,False,False,112.819,"LINESTRING (120.2682654 31.4913613, 120.2682648 31.4923759)",,
2931045241,2569337710,0,250488877,中央大道,unclassified,False,True,19.47,"LINESTRING (120.2682654 31.4913613, 120.2682655 31.4911862)",,
2931045241,2931045245,0,"[289551144, 289551141, 289551142]",,service,False,False,150.717,"LINESTRING (120.2682654 31.4913613, 120.2680019 31.4913613, 120.2677389 31.491364, 120.2666759 31.4913598)",yes,
2931045242,2569335542,0,250495186,北学院路,service,True,False,113.553,"LINESTRING (120.2659103 31.4913635, 120.2659088 31.4923847)",,
2931045242,2931045245,0,289551141,,service,False,True,72.594,"LINESTRING (120.2659103 31.4913635, 120.2666759 31.4913598)",,
2931045245,2931045242,0,289551141,,service,False,False,72.594,"LINESTRING (120.2666759 31.4913598, 120.2659103 31.4913635)",,
2931045245,2931045238,0,289551145,,path,False,False,19.994,"LINESTRING (120.2666759 31.4913598, 120.2666742 31.49118)",,
2931045245,2931045239,0,289551145,,path,False,True,27.68,"LINESTRING (120.2666759 31.4913598, 120.2666714 31.4916087)",,
2931045245,2931045241,0,"[289551144, 289551141, 289551142]",,service,False,True,150.71699999999998,"LINESTRING (120.2666759 31.4913598, 120.2677389 31.491364, 120.2680019 31.4913613, 120.2682654 31.4913613)",yes,
2931045246,2697137467,0,250495186,北学院路,service,True,False,32.124,"LINESTRING (120.265911 31.4908764, 120.2659106 31.4911653)",,
2931045246,2931045238,0,289551145,,path,False,True,106.80799999999999,"LINESTRING (120.265911 31.4908764, 120.2666767 31.4908724, 120.2666742 31.49118)",,
2931070462,2931070463,0,289554848,,path,False,False,61.606,"LINESTRING (120.2669317 31.4883421, 120.2675814 31.4883398)",,
2931070463,2697141645,0,289550978,,path,False,True,74.547,"LINESTRING (120.2675814 31.4883398, 120.2675864 31.4890102)",,
2931070463,2931070462,0,289554848,,path,False,True,61.606,"LINESTRING (120.2675814 31.4883398, 120.2669317 31.4883421)",,
2931070463,2697141624,0,289550978,,path,False,False,142.472,"LINESTRING (120.2675814 31.4883398, 120.2675757 31.4875698, 120.2675435 31.487531, 120.2674975 31.4875193, 120.2670017 31.4875195)",,
2931071663,2569335470,0,250495202,北学院街,service,True,False,128.888,"LINESTRING (120.2657175 31.4876262, 120.2657112 31.4864671)",,
2931071664,2931071665,0,250489556,三江路,unclassified,False,False,15.773,"LINESTRING (120.2640159 31.4876308, 120.2640113 31.4877726)",,
2931071664,5085072502,0,250489556,三江路,unclassified,False,True,95.864,"LINESTRING (120.2640159 31.4876308, 120.2640436 31.486769)",,
2931071664,2931071663,0,289555043,,service,True,False,161.35,"LINESTRING (120.2640159 31.4876308, 120.2657175 31.4876262)",,
2931071665,2569260911,0,250489556,三江路,unclassified,False,False,19.7,"LINESTRING (120.2640113 31.4877726, 120.2640056 31.4879497)",,
2931071665,2931071664,0,250489556,三江路,unclassified,False,True,15.773,"LINESTRING (120.2640113 31.4877726, 120.2640159 31.4876308)",,
2931071666,2931071663,0,250495202,北学院街,service,True,False,7.895,"LINESTRING (120.2657179 31.4876972, 120.2657175 31.4876262)",,
2931071666,2931071667,0,289555044,,service,False,False,17.371,"LINESTRING (120.2657179 31.4876972, 120.2659011 31.4876978)",,
2931071667,2569335577,0,250495186,北学院路,service,True,False,125.676,"LINESTRING (120.2659011 31.4876978, 120.2659108 31.488828)",,
2931071667,2931071666,0,289555044,,service,False,True,17.371,"LINESTRING (120.2659011 31.4876978, 120.2657179 31.4876972)",,
2931071668,2931071666,0,250495202,北学院街,service,True,False,8.384,"LINESTRING (120.2657183 31.4877726, 120.2657179 31.4876972)",,
2931071668,2931071665,0,289555042,,service,True,False,161.861,"LINESTRING (120.2657183 31.4877726, 120.2640113 31.4877726)",,
2931085182,2569268635,0,251116945,青山湾路,residential,False,False,72.399,"LINESTRING (120.2688907 31.4863569, 120.2689041 31.4870079)",,
2931085182,2569268633,0,251116945,青山湾路,residential,False,True,49.434,"LINESTRING (120.2688907 31.4863569, 120.2688816 31.4859124)",,
2931085182,2569245006,0,289556168,,footway,False,False,67.525,"LINESTRING (120.2688907 31.4863569, 120.2681786 31.4863535)",,
5084906295,5084906298,0,521954825,,footway,False,False,106.262,"LINESTRING (120.2654669 31.4799382, 120.2657408 31.4802218, 120.2659169 31.4804095, 120.2659119 31.4807573)",,
5084906298,2570943289,0,250705453,,service,False,False,10.223,"LINESTRING (120.2659119 31.4807573, 120.2660197 31.4807578)",,
5084906298,2570943260,0,250705453,,service,False,True,14.376,"LINESTRING (120.2659119 31.4807573, 120.2657603 31.4807567)",,
5084906298,5084906295,0,521954825,,footway,False,True,106.262,"LINESTRING (120.2659119 31.4807573, 120.2659169 31.4804095, 120.2657408 31.4802218, 120.2654669 31.4799382)",,
5084928135,2570943316,0,250489551,峨眉山路,unclassified,False,False,124.237,"LINESTRING (120.2649679 31.4798335, 120.266278 31.4798337)",,
5084928135,2570944016,0,250489551,峨眉山路,unclassified,False,True,17.695,"LINESTRING (120.2649679 31.4798335, 120.2647813 31.4798335)",,
5084928135,7611431302,0,521958841,,service,False,False,88.29,"LINESTRING (120.2649679 31.4798335, 120.2650905 31.4790464)",,
5084928140,2576549965,0,"[265001523, 251436974, 251436967]",天目山路,service,False,False,261.76599999999996,"LINESTRING (120.2654898 31.4766792, 120.267322 31.4769019, 120.2674977 31.4769217, 120.267731 31.4769286, 120.2682257 31.4768735)",yes,
5084928140,2576549912,0,265001523,天目山路,service,False,True,77.28699999999999,"LINESTRING (120.2654898 31.4766792, 120.2650944 31.4766312, 120.2649637 31.4766311, 120.2649208 31.4768713)",,
5084928140,5085062303,0,521958841,,service,False,True,130.627,"LINESTRING (120.2654898 31.4766792, 120.2653982 31.4769727, 120.2653572 31.477427, 120.2652327 31.4778286)",,
5085055190,5085057947,0,521977394,,service,False,True,109.994,"LINESTRING (120.2698584 31.4813866, 120.2706086 31.4814028, 120.2706123 31.481752)",,
5085057946,5099743438,0,250488879,中央大道,unclassified,False,False,42.721,"LINESTRING (120.2682371 31.4817361, 120.2682383 31.4821203)",,
5085057946,2569245000,0,250488879,中央大道,unclassified,False,True,60.157,"LINESTRING (120.2682371 31.4817361, 120.2682396 31.4811951)",,
5085057946,5085057947,0,521977361,,footway,False,False,225.242,"LINESTRING (120.2682371 31.4817361, 120.2706123 31.481752)",,
5085057947,5085057946,0,521977361,,footway,False,True,225.242,"LINESTRING (120.2706123 31.481752, 120.2682371 31.4817361)",,
5085057947,5085060200,0,521977394,,service,False,True,37.363,"LINESTRING (120.2706123 31.481752, 120.2706159 31.482088)",,
5085057947,5085055190,0,521977394,,service,False,False,109.994,"LINESTRING (120.2706123 31.481752, 120.2706086 31.4814028, 120.2698584 31.4813866)",,
5085060200,5085057947,0,521977394,,service,False,False,37.363,"LINESTRING (120.2706159 31.482088, 120.2706123 31.481752)",,
5085060200,5085060201,0,521977845,,footway,False,False,14.066,"LINESTRING (120.2706159 31.482088, 120.2707642 31.4820908)",,
5085060200,2569245005,0,521977394,,service,False,True,261.012,"LINESTRING (120.2706159 31.482088, 120.2706181 31.4822938, 120.2695734 31.4822978, 120.2691936 31.482476, 120.2681608 31.4824921)",,
5085060201,2570950271,0,250489567,两江路,unclassified,False,False,12.643,"LINESTRING (120.2707642 31.4820908, 120.2707643 31.4822045)",,
5085060201,2569260923,0,250489567,两江路,unclassified,False,True,99.331,"LINESTRING (120.2707642 31.4820908, 120.2707634 31.4811975)",,
5085060201,5085060200,0,521977845,,footway,False,True,14.066,"LINESTRING (120.2707642 31.4820908, 120.2706159 31.482088)",,
5085060276,5085060277,0,521977919,,footway,False,False,42.884,"LINESTRING (120.2682271 31.4772849, 120.2686793 31.4772878)",,
5085060276,2576549960,0,833797139,中央大道,unclassified,False,False,42.521,"LINESTRING (120.2682271 31.4772849, 120.2682284 31.4776673)",,
5085060276,2576549965,0,833797139,中央大道,unclassified,False,True,45.746,"LINESTRING (120.2682271 31.4772849, 120.2682257 31.4768735)",,
5085060277,5085060276,0,521977919,,footway,False,True,42.884,"LINESTRING (120.2686793 31.4772878, 120.2682271 31.4772849)",,
5085062300,5085062302,0,521978160,,footway,False,False,46.748000000000005,"LINESTRING (120.2647455 31.4780816, 120.2650427 31.4782942, 120.2651192 31.4783556)",,
5085062302,5085062303,0,521958841,,service,False,False,59.97,"LINESTRING (120.2651192 31.4783556, 120.2651216 31.4781871, 120.2652327 31.4778286)",,
5085062302,7611431302,0,521958841,,service,False,True,76.949,"LINESTRING (120.2651192 31.4783556, 120.2651114 31.4789123, 120.2650905 31.4790464)",,
5085062302,5085062300,0,521978160,,footway,False,True,46.748000000000005,"LINESTRING (120.2651192 31.4783556, 120.2650427 31.4782942, 120.2647455 31.4780816)",,
5085062303,5084928140,0,521958841,,service,False,False,130.62699999999998,"LINESTRING (120.2652327 31.4778286, 120.2653572 31.477427, 120.2653982 31.4769727, 120.2654898 31.4766792)",,
5085062303,5085062302,0,521958841,,service,False,True,59.97,"LINESTRING (120.2652327 31.4778286, 120.2651216 31.4781871, 120.2651192 31.4783556)",,
5085062303,2576549912,0,"[521978161, 251436972]",,service,False,"[False, True]",145.376,"LINESTRING (120.2652327 31.4778286, 120.2647618 31.4777612, 120.2649208 31.4768713)",,
5085072470,2569335497,0,256256103,井冈山路,service,False,False,46.019,"LINESTRING (120.2645382 31.4864755, 120.2640529 31.4864791)",,
5085072470,2569335470,0,256256103,井冈山路,service,False,True,111.231,"LINESTRING (120.2645382 31.4864755, 120.2657112 31.4864671)",,
5085072470,5085072472,0,521979342,,service,False,False,43.257,"LINESTRING (120.2645382 31.4864755, 120.2645341 31.4860865)",,
5085072471,5085072472,0,521979342,,service,False,True,37.285,"LINESTRING (120.2645307 31.4857512, 120.2645341 31.4860865)",,
5085072471,2619275838,0,256256107,,path,False,False,245.02999999999997,"LINESTRING (120.2645307 31.4857512, 120.2653644 31.4857423, 120.2653624 31.485635, 120.2653591 31.4854541, 120.2653679 31.4854241, 120.2654055 31.4854081, 120.2661128 31.4854083, 120.2661144 31.4853463, 120.2661216 31.4850764, 120.2661404 31.4850467, 120.2661779 31.4850376, 120.2663367 31.4850357)",,
5085072471,2619275851,0,256256107,,path,False,True,43.177,"LINESTRING (120.2645307 31.4857512, 120.2641929 31.4857548, 120.2640754 31.485756)",,
5085072472,5085072471,0,521979342,,service,False,False,37.285,"LINESTRING (120.2645341 31.4860865, 120.2645307 31.4857512)",,
5085072472,5085072470,0,521979342,,service,False,True,43.257,"LINESTRING (120.2645341 31.4860865, 120.2645382 31.4864755)",,
5085072472,5085072473,0,521979343,,service,False,False,44.418,"LINESTRING (120.2645341 31.4860865, 120.2640659 31.4860741)",,
5085072473,2569335497,0,250489556,三江路,unclassified,False,False,45.051,"LINESTRING (120.2640659 31.4860741, 120.2640529 31.4864791)",,
5085072473,5085072474,0,250489556,三江路,unclassified,False,True,7.82,"LINESTRING (120.2640659 31.4860741, 120.2640682 31.4860038)",,
5085072473,5085072472,0,521979343,,service,False,True,44.418,"LINESTRING (120.2640659 31.4860741, 120.2645341 31.4860865)",,
5085072474,5085072473,0,250489556,三江路,unclassified,False,False,7.82,"LINESTRING (120.2640682 31.4860038, 120.2640659 31.4860741)",,
5085072474,2619275851,0,250489556,三江路,unclassified,False,True,27.564,"LINESTRING (120.2640682 31.4860038, 120.2640757 31.4857699, 120.2640754 31.485756)",,
5085072474,5085072477,0,521979344,,service,False,False,82.57600000000001,"LINESTRING (120.2640682 31.4860038, 120.2633744 31.4859821, 120.2632808 31.4859851, 120.2632808 31.4860558)",,
