u,v,key,osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,ref,service,access,bridge,tunnel
7866981406,11506955582,0,843364431,,footway,,,False,True,7.808,,"LINESTRING (-71.0947578 42.3600704, -71.0948467 42.3600456)",,,,,
7866981406,579064852,0,8615816,Massachusetts Avenue,primary,25 mph,24.4,False,True,51.218,4,"LINESTRING (-71.0947578 42.3600704, -71.0946094 42.3599766, -71.0944344 42.3598564, -71.0943013 42.3597571)",MA 2A,,,,
7866981407,11506955582,0,843364431,,footway,,,False,False,4.014,,"LINESTRING (-71.0948936 42.3600355, -71.0948467 42.3600456)",,,,,
7866981407,7866981456,0,843364451,,footway,,,False,False,2.253,,"LINESTRING (-71.0948936 42.3600355, -71.0949138 42.3600492)",,,,,
7866981407,9633860700,0,843364451,,footway,,,False,True,32.798,,"LINESTRING (-71.0948936 42.3600355, -71.0946002 42.3598355)",,,,,
7866981408,11506955652,0,426604931,Vassar Street,tertiary,,17.1,False,False,3.914,3,"LINESTRING (-71.0949917 42.3600886, -71.0949542 42.3601103)",,,,,
7866981408,7866981456,0,843364432,,footway,,,False,False,7.756,,"LINESTRING (-71.0949917 42.3600886, -71.0949138 42.3600492)",,,,,
7866981408,7866981458,0,843364432,,footway,,,False,True,12.285,,"LINESTRING (-71.0949917 42.3600886, -71.0951118 42.3601544)",,,,,
7866981408,9632096352,0,426604931,Vassar Street,tertiary,,17.1,False,True,42.827999999999996,3,"LINESTRING (-71.0949917 42.3600886, -71.0950343 42.3600639, -71.0954247 42.3598744)",,,,,
7866981409,11501719857,0,843364433,,footway,,,False,False,7.071,,"LINESTRING (-71.0950358 42.3602432, -71.0949636 42.3602778)",,,,,
7866981409,11506955581,0,843364433,,footway,,,False,True,7.587,,"LINESTRING (-71.0950358 42.3602432, -71.0951133 42.3602061)",,,,,
7866981409,8324159322,0,1096725932,Massachusetts Avenue,primary,25 mph,24.4,False,False,13.145,4,"LINESTRING (-71.0950358 42.3602432, -71.0951589 42.3603187)",MA 2A,,,,
7866981409,61283269,0,1096725932,Massachusetts Avenue,primary,25 mph,24.4,False,True,16.129,4,"LINESTRING (-71.0950358 42.3602432, -71.0948847 42.3601506)",MA 2A,,,,
7866981410,11501719857,0,843364433,,footway,,,False,True,6.276,,"LINESTRING (-71.0948995 42.3603085, -71.0949636 42.3602778)",,,,,
7866981410,7866981412,0,1184535611,,footway,,,False,False,6.747,,"LINESTRING (-71.0948995 42.3603085, -71.0948329 42.360273)",,,,,
7866981410,8324159323,0,"[1184535611, 1184535612]",,footway,,,False,True,14.933,,"LINESTRING (-71.0948995 42.3603085, -71.0950108 42.360377, -71.0950392 42.3603944)",,,,,
7866981411,11506955581,0,843364433,,footway,,,False,False,4.608,,"LINESTRING (-71.0951604 42.3601836, -71.0951133 42.3602061)",,,,,
7866981411,7866981458,0,843364453,,footway,,,False,True,5.147,,"LINESTRING (-71.0951604 42.3601836, -71.0951118 42.3601544)",,,,,
7866981411,7899300295,0,"[1184535610, 843364453]",,footway,,,False,False,70.993,,"LINESTRING (-71.0951604 42.3601836, -71.0954617 42.3603817, -71.0954972 42.360405, -71.0957989 42.3605777, -71.0958239 42.360592)",,,,,
7866981412,5737576890,0,1005738155,,footway,,,False,False,9.486,,"LINESTRING (-71.0948329 42.360273, -71.094747 42.360216)",,,,,
7866981412,7866981410,0,1184535611,,footway,,,False,True,6.747,,"LINESTRING (-71.0948329 42.360273, -71.0948995 42.3603085)",,,,,
7866981412,7866981415,0,843364434,,footway,,,False,False,217.07999999999998,,"LINESTRING (-71.0948329 42.360273, -71.0933614 42.3610024, -71.0932963 42.3610366, -71.0926331 42.3613541)",,,,,
7866981413,9856950595,0,843364434,,footway,,,False,False,32.652,,"LINESTRING (-71.0913068 42.3620203, -71.090974 42.3621808)",,,,,
7866981413,10085770978,0,843364434,,footway,,,False,True,12.612,,"LINESTRING (-71.0913068 42.3620203, -71.0914349 42.3619578)",,,,,
7866981413,9856950594,0,684153304,,footway,,,False,False,38.881,,"LINESTRING (-71.0913068 42.3620203, -71.0913361 42.3620566, -71.0910544 42.3622828)",,,,,
7866981415,7862116650,0,32500315,,footway,,,False,False,1.796,,"LINESTRING (-71.0926331 42.3613541, -71.0926205 42.3613409)",,,,,
7866981415,7703039090,0,32500315,,footway,,,False,True,34.349000000000004,,"LINESTRING (-71.0926331 42.3613541, -71.0928186 42.3615598, -71.0928623 42.3616124)",,,,,
7866981415,10085770978,0,843364434,,footway,,,False,False,119.168,,"LINESTRING (-71.0926331 42.3613541, -71.0920224 42.361671, -71.0914349 42.3619578)",,,,,
7866981415,7866981412,0,843364434,,footway,,,False,True,217.07999999999998,,"LINESTRING (-71.0926331 42.3613541, -71.0932963 42.3610366, -71.0933614 42.3610024, -71.0948329 42.360273)",,,,,
7866981438,3687638510,0,364716656,,path,,,False,False,4.355,,"LINESTRING (-71.0985071 42.3596796, -71.0985436 42.359708)",,,private,,
7866981438,3687638514,0,364716656,,path,,,False,True,72.464,,"LINESTRING (-71.0985071 42.3596796, -71.098398 42.3595335, -71.0985053 42.3594344, -71.0982915 42.359191, -71.098368 42.3591537)",,,private,,
7866981438,7890165286,0,845701782,,footway,,,False,True,143.986,,"LINESTRING (-71.0985071 42.3596796, -71.0986622 42.3596092, -71.0999885 42.3589879)",,,,,
7866981444,365391365,0,32500315,,footway,,,False,True,6.473,,"LINESTRING (-71.0933851 42.3619651, -71.093427 42.3620144)",,,,,
7866981444,7703039090,0,32500315,,footway,,,False,False,70.82,,"LINESTRING (-71.0933851 42.3619651, -71.0930774 42.3616258, -71.0929334 42.3616976, -71.0928903 42.3616473, -71.0928623 42.3616124)",,,,,
7866981455,579062881,0,1004778706,,footway,,,False,False,8.282,,"LINESTRING (-71.0971468 42.3589409, -71.0971894 42.3590084)",,,,,
7866981455,9632096433,0,1004778706,,footway,,,False,True,20.668,,"LINESTRING (-71.0971468 42.3589409, -71.0970418 42.358772)",,,,,
7866981455,7899369878,0,843364406,,footway,,,False,True,61.155,,"LINESTRING (-71.0971468 42.3589409, -71.0969835 42.359022, -71.096529 42.3592476)",,,,,
7866981455,9632096422,0,845727312,,footway,,,False,True,5.406,,"LINESTRING (-71.0971468 42.3589409, -71.0971814 42.358924, -71.0972017 42.3589141)",,,,,
7866981456,7866981408,0,843364432,,footway,,,False,True,7.756,,"LINESTRING (-71.0949138 42.3600492, -71.0949917 42.3600886)",,,,,
7866981456,7866981407,0,843364451,,footway,,,False,True,2.253,,"LINESTRING (-71.0949138 42.3600492, -71.0948936 42.3600355)",,,,,
7866981456,9632096353,0,"[1184535598, 1184535599]",,footway,,,False,False,45.775,,"LINESTRING (-71.0949138 42.3600492, -71.0953385 42.3598385, -71.0953763 42.3598197)",,,,,
7866981457,9632096437,0,1051312129,,cycleway,,,False,True,13.497,,"LINESTRING (-71.0990657 42.3581975, -71.0989281 42.3582638)",,,,,
7866981457,7890165291,0,"[1247274568, 8615836, 264034148, 995716205]",Pacific Street Extension,"['cycleway', 'pedestrian']",25 mph,,False,True,142.186,,"LINESTRING (-71.0990657 42.3581975, -71.0990742 42.3582035, -71.0991309 42.3582389, -71.0993112 42.3583849, -71.0993721 42.3583635, -71.0994164 42.3583463, -71.0994425 42.3583736, -71.0994702 42.3584027, -71.099539 42.3584747, -71.0993916 42.3585459, -71.099896 42.3588383, -71.1000726 42.3589468)",,,,,
7866981457,7890366310,0,"[1051312128, 854707351]",,footway,,,False,False,74.205,,"LINESTRING (-71.0990657 42.3581975, -71.0991302 42.3581651, -71.0998171 42.3578273)",,,,,
7866981458,7866981408,0,843364432,,footway,,,False,False,12.285,,"LINESTRING (-71.0951118 42.3601544, -71.0949917 42.3600886)",,,,,
7866981458,7866981411,0,843364453,,footway,,,False,False,5.147,,"LINESTRING (-71.0951118 42.3601544, -71.0951604 42.3601836)",,,,,
7866981458,7970981919,0,"[1184535595, 843364452]",,footway,,,False,False,177.748,,"LINESTRING (-71.0951118 42.3601544, -71.0951689 42.3601031, -71.0953378 42.3600211, -71.0956527 42.3598696, -71.0963672 42.3595281, -71.0965951 42.3594152, -71.0968474 42.3592882, -71.0969011 42.3592612)",,,,,
7866981461,7890165290,0,845701785,,footway,,,False,True,4.858,,"LINESTRING (-71.1001575 42.3590533, -71.100203 42.3590254)",,,,,
7866981461,7890165287,0,1184542504,,footway,,,False,False,6.897,,"LINESTRING (-71.1001575 42.3590533, -71.100086 42.3590858)",,,,,
7866981461,7890165281,0,845701781,,footway,,,False,True,70.487,,"LINESTRING (-71.1001575 42.3590533, -71.1007356 42.3593964, -71.1008283 42.3594484)",,,,,
7866981463,9291062344,0,843364455,,footway,,,False,True,45.953,,"LINESTRING (-71.0974316 42.360289, -71.0975145 42.360247, -71.0979051 42.3600692)",,,,,
7885595504,436587028,0,434976073,,pedestrian,,,False,False,6.327,,"LINESTRING (-71.088396 42.3611089, -71.0883205 42.3611201)",,,permissive,,
7885595504,4328995182,0,845223984,,footway,,,False,True,8.481,,"LINESTRING (-71.088396 42.3611089, -71.0883544 42.3610391)",,,,,
7885595504,1753191586,0,434976073,,pedestrian,,,False,True,40.32,,"LINESTRING (-71.088396 42.3611089, -71.0884995 42.3610942, -71.0888839 42.3611139)",,,permissive,,
7885595504,1753191577,0,845223984,,footway,,,False,False,150.22400000000002,,"LINESTRING (-71.088396 42.3611089, -71.0884202 42.361167, -71.0884309 42.3612196, -71.0882774 42.3624514)",,,,,
7885595505,5674279875,0,220085036,,service,,,False,False,24.697,,"LINESTRING (-71.0876689 42.3598845, -71.0879437 42.3597945)",,,,,
7885595505,2292068139,0,220085036,,service,,,False,True,7.544,,"LINESTRING (-71.0876689 42.3598845, -71.0875849 42.3599119)",,,,,
7885595505,7631024521,0,845223986,,footway,,,False,False,4.916,,"LINESTRING (-71.0876689 42.3598845, -71.0876955 42.3599241)",,,,,
7887231878,61324668,0,8616091,Amherst Alley,residential,25 mph,18.3,True,False,25.305,1,"LINESTRING (-71.0951839 42.3571991, -71.0954635 42.3571037)",,,,,
7887231878,4330616518,0,"[845387003, 845387004]",,footway,,,False,False,24.298000000000002,,"LINESTRING (-71.0951839 42.3571991, -71.0952138 42.3572729, -71.0952732 42.3574074)",,,,,
7887231878,7794600754,0,"[835039237, 845387003, 1264677637]",,footway,,,False,True,33.631,,"LINESTRING (-71.0951839 42.3571991, -71.0951751 42.3571773, -71.095155 42.3571388, -71.0953976 42.3570587, -71.0954526 42.3570696)",,,,,
7890165281,7890165282,0,845701780,,footway,,,False,True,4.176,,"LINESTRING (-71.1008283 42.3594484, -71.1008566 42.3594172)",,,,,
7890165281,7866981461,0,845701781,,footway,,,False,False,70.487,,"LINESTRING (-71.1008283 42.3594484, -71.1007356 42.3593964, -71.1001575 42.3590533)",,,,,
7890165282,7890165281,0,845701780,,footway,,,False,False,4.176,,"LINESTRING (-71.1008566 42.3594172, -71.1008283 42.3594484)",,,,,
7890165282,7890165283,0,845701780,,footway,,,False,True,5.368,,"LINESTRING (-71.1008566 42.3594172, -71.1008911 42.3593762)",,,,,
7890165282,7890165290,0,1163301100,Pacific Street,tertiary,,12.2,False,False,69.15299999999999,2,"LINESTRING (-71.1008566 42.3594172, -71.1007976 42.3593827, -71.100203 42.3590254)",,,,,
7890165283,7890165282,0,845701780,,footway,,,False,False,5.368,,"LINESTRING (-71.1008911 42.3593762, -71.1008566 42.3594172)",,,,,
7890165283,1705793320,0,1184542507,,footway,,,False,False,67.138,,"LINESTRING (-71.1008911 42.3593762, -71.100879 42.3593684, -71.1002611 42.3589917)",,,,,
7890165286,5458830613,0,845701783,,footway,,,False,True,6.448,,"LINESTRING (-71.0999885 42.3589879, -71.1000368 42.3590336)",,,,,
7890165286,7890165291,0,845727325,,footway,,,False,True,8.285,,"LINESTRING (-71.0999885 42.3589879, -71.1000726 42.3589468)",,,,,
7890165286,7866981438,0,845701782,,footway,,,False,False,143.986,,"LINESTRING (-71.0999885 42.3589879, -71.0986622 42.3596092, -71.0985071 42.3596796)",,,,,
7890165287,5458830613,0,845701783,,footway,,,False,False,7.073,,"LINESTRING (-71.100086 42.3590858, -71.1000368 42.3590336)",,,,,
7890165287,7866981461,0,1184542504,,footway,,,False,True,6.897,,"LINESTRING (-71.100086 42.3590858, -71.1001575 42.3590533)",,,,,
7890165287,7899300290,0,"[1184542504, 1184542503]",,footway,,,False,False,17.892,,"LINESTRING (-71.100086 42.3590858, -71.0999134 42.3591645, -71.0999007 42.3591703)",,,,,
7890165288,7890165289,0,845701784,,footway,,,False,True,6.727,,"LINESTRING (-71.1001432 42.3589106, -71.1002016 42.358953)",,,,,
7890165288,7890165291,0,845727325,,footway,,,False,False,7.061,,"LINESTRING (-71.1001432 42.3589106, -71.1000726 42.3589468)",,,,,
7890165288,7672953216,0,"[1184542499, 1184542500]",,footway,,,False,True,71.26400000000001,,"LINESTRING (-71.1001432 42.3589106, -71.1008379 42.3585611, -71.1008601 42.3585499)",,,,,
7890165289,61321580,0,44807924,Albany Street,tertiary,25 mph,14.6,False,False,6.616,2,"LINESTRING (-71.1002016 42.358953, -71.1001346 42.358986)",,,,,
7890165289,7672953215,0,44807924,Albany Street,tertiary,25 mph,14.6,False,True,71.237,2,"LINESTRING (-71.1002016 42.358953, -71.1009234 42.3585981)",,,,,
7890165289,7890165288,0,845701784,,footway,,,False,False,6.727,,"LINESTRING (-71.1002016 42.358953, -71.1001432 42.3589106)",,,,,
7890165289,1705793320,0,845701784,,footway,,,False,True,6.513,,"LINESTRING (-71.1002016 42.358953, -71.1002611 42.3589917)",,,,,
7890165290,7866981461,0,845701785,,footway,,,False,False,4.858,,"LINESTRING (-71.100203 42.3590254, -71.1001575 42.3590533)",,,,,
7890165290,1705793320,0,845701785,,footway,,,False,True,6.069,,"LINESTRING (-71.100203 42.3590254, -71.1002611 42.3589917)",,,,,
7890165290,61321580,0,1163301100,Pacific Street,tertiary,,12.2,False,False,7.126,2,"LINESTRING (-71.100203 42.3590254, -71.1001346 42.358986)",,,,,
7890165290,7890165282,0,1163301100,Pacific Street,tertiary,,12.2,False,True,69.15299999999999,2,"LINESTRING (-71.100203 42.3590254, -71.1007976 42.3593827, -71.1008566 42.3594172)",,,,,
7890165291,61321580,0,8615836,Pacific Street Extension,pedestrian,25 mph,,False,True,6.705,,"LINESTRING (-71.1000726 42.3589468, -71.1001346 42.358986)",,,,,
7890165291,7890165286,0,845727325,,footway,,,False,False,8.285,,"LINESTRING (-71.1000726 42.3589468, -71.0999885 42.3589879)",,,,,
7890165291,7890165288,0,845727325,,footway,,,False,True,7.061,,"LINESTRING (-71.1000726 42.3589468, -71.1001432 42.3589106)",,,,,
7890165291,7866981457,0,"[1247274568, 8615836, 995716205, 264034148]",Pacific Street Extension,"['cycleway', 'pedestrian']",25 mph,,False,False,142.18599999999998,,"LINESTRING (-71.1000726 42.3589468, -71.099896 42.3588383, -71.0993916 42.3585459, -71.099539 42.3584747, -71.0994702 42.3584027, -71.0994425 42.3583736, -71.0994164 42.3583463, -71.0993721 42.3583635, -71.0993112 42.3583849, -71.0991309 42.3582389, -71.0990742 42.3582035, -71.0990657 42.3581975)",,,,,
7890342963,7890342964,0,845727302,,footway,,,False,True,6.823,,"LINESTRING (-71.1007307 42.3571901, -71.1007794 42.3572398)",,,,,
7890342963,9632096438,0,845727312,,footway,,,False,False,190.32,,"LINESTRING (-71.1007307 42.3571901, -71.1006352 42.3572371, -71.1002529 42.3574252, -71.1000071 42.3575446, -71.0997791 42.3576568, -71.0994824 42.3578028, -71.099206 42.3579416, -71.0990436 42.3580209, -71.0988995 42.3580923, -71.0988033 42.3581393)",,,,,
7890342963,7890342979,0,845727312,,footway,,,False,True,251.963,,"LINESTRING (-71.1007307 42.3571901, -71.100998 42.3570555, -71.1013089 42.3569055, -71.1015122 42.3568058, -71.1027485 42.3561962, -71.1032808 42.3559318)",,,,,
7890342964,7130119150,0,758187788,Vassar Street,tertiary,,17.1,False,False,84.36,2,"LINESTRING (-71.1007794 42.3572398, -71.0999244 42.3576598)",,,,,
7890342964,5492841607,0,758187788,Vassar Street,tertiary,,17.1,False,True,125.49,2,"LINESTRING (-71.1007794 42.3572398, -71.102054 42.3566181)",,,,,
7890342964,7890342963,0,845727302,,footway,,,False,False,6.823,,"LINESTRING (-71.1007794 42.3572398, -71.1007307 42.3571901)",,,,,
7890342964,7890342965,0,845727302,,footway,,,False,True,10.834,,"LINESTRING (-71.1007794 42.3572398, -71.1008562 42.357319)",,,,,
7890342965,7890342964,0,845727302,,footway,,,False,False,10.834,,"LINESTRING (-71.1008562 42.357319, -71.1007794 42.3572398)",,,,,
7890342965,9163478446,0,854707351,,footway,,,False,True,2.838,,"LINESTRING (-71.1008562 42.357319, -71.1008275 42.3573332)",,,,,
7890342965,7890366315,0,854707351,,footway,,,False,False,125.274,,"LINESTRING (-71.1008562 42.357319, -71.1016097 42.3569482, -71.1018258 42.3568394, -71.1021224 42.3566915)",,,,,
7890342966,7890342967,0,845727303,,footway,,,False,True,7.262,,"LINESTRING (-71.1034007 42.3558736, -71.1034494 42.3559281)",,,,,
7890342966,8859547415,0,845727312,,footway,,,False,False,1.825,,"LINESTRING (-71.1034007 42.3558736, -71.1033817 42.3558821)",,,,,
7890342966,7890342981,0,845727312,,footway,,,False,True,89.432,,"LINESTRING (-71.1034007 42.3558736, -71.1043114 42.3554332)",,,,,
7890342967,61283218,0,758187788,Vassar Street,tertiary,,17.1,False,False,13.002,2,"LINESTRING (-71.1034494 42.3559281, -71.1033176 42.3559928)",,,,,
7890342967,6290254763,0,758187788,Vassar Street,tertiary,,17.1,False,True,7.066,2,"LINESTRING (-71.1034494 42.3559281, -71.103521 42.3558929)",,,,,
7890342967,7890342966,0,845727303,,footway,,,False,False,7.262,,"LINESTRING (-71.1034494 42.3559281, -71.1034007 42.3558736)",,,,,
7890342967,7890342968,0,845727303,,footway,,,False,True,10.064,,"LINESTRING (-71.1034494 42.3559281, -71.1035159 42.3560041)",,,,,
7890342968,7890342967,0,845727303,,footway,,,False,False,10.064,,"LINESTRING (-71.1035159 42.3560041, -71.1034494 42.3559281)",,,,,
7890342968,7890366320,0,854707351,,footway,,,False,False,6.706,,"LINESTRING (-71.1035159 42.3560041, -71.1035834 42.3559702)",,,,,
7890342968,7890366315,0,854707351,,footway,,,False,True,137.672,,"LINESTRING (-71.1035159 42.3560041, -71.103403 42.3560594, -71.102833 42.3563409, -71.1025447 42.3564829, -71.1024091 42.3565511, -71.1021224 42.3566915)",,,,,
7890342970,7890342971,0,845727307,,footway,,,False,True,8.71,,"LINESTRING (-71.1044082 42.3555509, -71.1043542 42.3554835)",,,,,
7890342970,7890366320,0,854707351,,footway,,,False,True,82.285,,"LINESTRING (-71.1044082 42.3555509, -71.1041361 42.355699, -71.1036327 42.3559457, -71.1035834 42.3559702)",,,,,
7890342971,61317302,0,263564405,Vassar Street,tertiary,,17.1,False,True,8.198,2,"LINESTRING (-71.1043542 42.3554835, -71.1044373 42.3554427)",,,,,
7890342971,7890342970,0,845727307,,footway,,,False,False,8.71,,"LINESTRING (-71.1043542 42.3554835, -71.1044082 42.3555509)",,,,,
7890342971,7890342981,0,845727307,,footway,,,False,True,6.607,,"LINESTRING (-71.1043542 42.3554835, -71.1043114 42.3554332)",,,,,
7890342971,6290254763,0,"[758187788, 263564405]",Vassar Street,tertiary,,17.1,False,False,82.217,2,"LINESTRING (-71.1043542 42.3554835, -71.1038151 42.3557484, -71.1035653 42.3558711, -71.103521 42.3558929)",,,,,
7890342979,61283218,0,679012558,Amherst Alley,residential,25 mph,"20'0""",False,False,7.426,,"LINESTRING (-71.1032808 42.3559318, -71.1033176 42.3559928)",,,,,
7890342979,5456384066,0,679012558,Amherst Alley,residential,25 mph,"20'0""",False,True,8.741,,"LINESTRING (-71.1032808 42.3559318, -71.1032375 42.35586)",,,,,
7890342979,7890342963,0,845727312,,footway,,,False,False,251.963,,"LINESTRING (-71.1032808 42.3559318, -71.1027485 42.3561962, -71.1015122 42.3568058, -71.1013089 42.3569055, -71.100998 42.3570555, -71.1007307 42.3571901)",,,,,
7890342979,8859547415,0,845727312,,footway,,,False,True,9.964,,"LINESTRING (-71.1032808 42.3559318, -71.1033238 42.3559108, -71.1033817 42.3558821)",,,,,
7890342981,7890342971,0,845727307,,footway,,,False,False,6.607,,"LINESTRING (-71.1043114 42.3554332, -71.1043542 42.3554835)",,,,,
7890342981,7890342966,0,845727312,,footway,,,False,False,89.432,,"LINESTRING (-71.1043114 42.3554332, -71.1034007 42.3558736)",,,,,
7890342981,7890342982,0,"[1213149172, 845727308]",,footway,,,False,True,9.576,,"LINESTRING (-71.1043114 42.3554332, -71.104343 42.3554133, -71.1044059 42.3553831)",,,,,
