element_type,osmid,geometry,amenity,addr:city,addr:postcode,addr:street,building,name,opening_hours,website,nodes,building:levels,layer,name:en,name:ms,addr:housenumber,internet_access,fixme:zh,name:zh,addr:country,addr:housename,description,name:zh-Hans,name:zh-Hant,operator,phone,source,tourism,healthcare,short_name,landuse,man_made,construction,parking,leisure,sport,wikidata,wikimedia_commons,wikipedia,fixme,access,bench,shelter_type,bin,ways,type,alt_name,start_date
way,500015541,"POLYGON ((103.6785975 1.3497607, 103.6788527 1.3497624, 103.6788537 1.3496146, 103.678856 1.3492887, 103.6801534 1.3492977, 103.6801519 1.3495172, 103.6803695 1.3495188, 103.6803726 1.3490763, 103.6803066 1.3490758, 103.6794301 1.3490697, 103.6789408 1.3490675, 103.6786024 1.3490639, 103.6786018 1.3491466, 103.6786014 1.3492014, 103.6785975 1.3497607))",,,,,yes,Building 7 (Science),,,"[634982548, 634982549, 5240291801, 634982486, 634982488, 634982492, 4094603270, 4094603263, 5232568385, 5232568390, 5232568392, 4911825187, 4911826129, 4911826128, 634982548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500015542,"POLYGON ((103.6771991 1.3502965, 103.6768757 1.3501931, 103.6768902 1.3501275, 103.6768253 1.3501105, 103.6769859 1.3494878, 103.6770885 1.3490899, 103.6773303 1.3490884, 103.6773972 1.349088, 103.6782262 1.3490829, 103.6782254 1.3491455, 103.6782256 1.3492049, 103.6782214 1.3496431, 103.6779621 1.3496442, 103.6779633 1.3494444, 103.6780217 1.3494434, 103.6780242 1.3492938, 103.6772972 1.3492904, 103.6772792 1.349346, 103.6774673 1.3494011, 103.6772981 1.3499661, 103.6771991 1.3502965))",,,,,yes,Building 5 (Physical Education),,,"[634982541, 3922464008, 3922464009, 5191172627, 5232568386, 634982537, 3922463655, 5232568389, 4094603261, 4911826126, 4911826125, 634982545, 634982544, 3922463625, 3922463624, 634982543, 3922463623, 3922463622, 634982542, 5240291812, 634982541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500015543,"POLYGON ((103.6771783 1.3482909, 103.6771323 1.3483186, 103.677236 1.3484256, 103.6772996 1.348448, 103.6773982 1.3484436, 103.6774742 1.348467, 103.6775181 1.3484973, 103.6775482 1.3485396, 103.6775644 1.3485916, 103.6775685 1.3486452, 103.6775542 1.3487044, 103.6775191 1.3487567, 103.6774727 1.3487907, 103.6774176 1.348811, 103.6773756 1.3488191, 103.6773318 1.3488117, 103.6772737 1.3487864, 103.6771974 1.3487896, 103.6770749 1.3489029, 103.6771468 1.3489558, 103.677256 1.3490139, 103.6773319 1.3490268, 103.677378 1.3490347, 103.6773978 1.3490314, 103.6775079 1.3490134, 103.6776232 1.3489498, 103.6777105 1.3488513, 103.6777597 1.3487292, 103.6777652 1.3485977, 103.6777263 1.348472, 103.6776475 1.3483665, 103.677538 1.3482935, 103.6774947 1.3482826, 103.6774225 1.3482645, 103.6774103 1.3482614, 103.677287 1.348263, 103.6771783 1.3482909))",,,,,yes,NIE Library,,,"[4911825198, 4911825199, 4911825200, 4911825217, 4911825218, 4911825207, 4911825216, 4911825209, 4911825215, 4911825201, 4911825212, 4911825208, 4911825213, 4911825206, 4911825214, 4911825211, 4911825210, 4911825202, 4911825203, 4911825204, 4911825205, 3922463958, 4911825219, 3922463656, 4911825188, 4911825191, 4911825192, 4911825193, 4911825194, 4911825195, 4911825196, 4911825197, 4094603232, 3922463652, 4911825189, 4911825190, 4911825198]",,,NIE Library,Perpustakaan Institut Pendidikan Nasional,,,,新加坡国立教育学院图书馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500015544,"POLYGON ((103.6783426 1.3494664, 103.6785205 1.3494664, 103.6785212 1.349201, 103.6785214 1.3491462, 103.6784296 1.3491457, 103.6783425 1.3491453, 103.6783427 1.3492047, 103.6783426 1.3494664))",,,,,yes,,,,"[4911825220, 4911826121, 4911826127, 4911826122, 5232568393, 4911826123, 4911826124, 4911825220]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500015545,"POLYGON ((103.6783427 1.3492047, 103.6782256 1.3492049, 103.6782254 1.3491455, 103.6783425 1.3491453, 103.6783427 1.3492047))",,,,,yes,,,,"[4911826124, 4911826125, 4911826126, 4911826123, 4911826124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500015546,"POLYGON ((103.6785212 1.349201, 103.6786014 1.3492014, 103.6786018 1.3491466, 103.6785214 1.3491462, 103.6785212 1.349201))",,,,,yes,,,,"[4911826127, 4911826128, 4911826129, 4911826122, 4911826127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500032226,"POLYGON ((103.6788435 1.3464692, 103.6791867 1.3464682, 103.679185 1.3459027, 103.6788418 1.3459037, 103.6788419 1.3459425, 103.6788435 1.3464692))",,,,,yes,Blk N2.1,,,"[4911937446, 4911937447, 4911937448, 4911937449, 8418839961, 4911937446]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500032228,"POLYGON ((103.6793353 1.3464574, 103.6795741 1.3464567, 103.6795726 1.3459132, 103.6793339 1.3459138, 103.6793353 1.3464574))",,,,,yes,,,,"[4911937450, 4911937451, 4911937452, 4911937453, 4911937450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500032229,"POLYGON ((103.6798964 1.3464543, 103.6801351 1.3464537, 103.6801337 1.3459102, 103.6798949 1.3459108, 103.6798964 1.3464543))",,,,,yes,,,,"[4911937454, 4911937455, 4911937456, 4911937457, 4911937454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500032231,"POLYGON ((103.6796767 1.346396, 103.6798187 1.3463972, 103.6798226 1.3459392, 103.6796806 1.345938, 103.6796767 1.346396))",,,,,yes,,,,"[4911937458, 4911937459, 4911937460, 4911937461, 4911937458]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500300128,"POLYGON ((103.6881684 1.3463767, 103.6883435 1.3463254, 103.6884663 1.3464692, 103.6885541 1.3463903, 103.6884373 1.3462475, 103.6884851 1.3460308, 103.6883789 1.3460051, 103.688325 1.3462059, 103.6881365 1.3462617, 103.6881645 1.3463628, 103.6881684 1.3463767))",,,,,yes,Blk 17B,,,"[4913953584, 4913953585, 4913953586, 4913953587, 4913953588, 4913953589, 4913953590, 4913953591, 4913953592, 4913954567, 4913953584]",7,,Blk 17B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500300129,"POLYGON ((103.688779 1.346463, 103.6889622 1.3463503, 103.6891059 1.3463848, 103.6891409 1.3462863, 103.6890024 1.3462364, 103.6889837 1.346065, 103.6888715 1.3460668, 103.6888749 1.346257, 103.6887095 1.346363, 103.688779 1.346463))",,,,,yes,Blk 18B,,,"[4913953593, 4913953594, 4913953595, 4913953596, 4913953597, 4913953598, 4913953599, 4913953600, 4913953601, 4913953593]",,1,Blk 18B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500300130,"POLYGON ((103.6877012 1.3464139, 103.6878669 1.3464905, 103.6878647 1.3466795, 103.6879827 1.3466778, 103.6879888 1.3464935, 103.6881249 1.3463933, 103.6880579 1.3463049, 103.6879315 1.3463883, 103.6877529 1.3463063, 103.6877012 1.3464139))",,Singapore,637122,Nanyang Crescent,yes,Blk 17A,,,"[4913953602, 4913953603, 4913953604, 4913953605, 4913953606, 4913953607, 4913953608, 4913953609, 4913953610, 4913953602]",7,1,Blk 17A,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500300131,"POLYGON ((103.6881599 1.3457621, 103.6883384 1.3457906, 103.688399 1.3459697, 103.6885097 1.3459291, 103.6884544 1.3457531, 103.6885792 1.3455696, 103.6884901 1.3455064, 103.6883655 1.3456728, 103.6881425 1.3456387, 103.6881148 1.3457494, 103.6881599 1.3457621))",,Singapore,637123,Nanyang Crescent,yes,Blk 17C,,,"[4913953611, 4913953612, 4913953613, 4913953614, 4913953615, 4913953616, 4913953617, 4913953618, 4913953619, 4913953620, 4913953611]",7,1,Blk 17C,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500300132,"POLYGON ((103.6877192 1.3461516, 103.6878973 1.3461118, 103.6880105 1.3462633, 103.6881032 1.3461903, 103.687996 1.3460402, 103.6880577 1.345827, 103.6879534 1.3457946, 103.6878865 1.3459914, 103.6876948 1.3460348, 103.6877162 1.3461376, 103.6877192 1.3461516))",,,,,yes,Blk 17D,,,"[4913954521, 4913954522, 4913954523, 4913954524, 4913954525, 4913954526, 4913954527, 4913954528, 4913954529, 4913954530, 4913954521]",,1,Blk 17D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500300133,"POLYGON ((103.6886613 1.3457094, 103.6888292 1.3457808, 103.6888329 1.3459698, 103.6889508 1.3459645, 103.6889511 1.3457801, 103.6890868 1.3456722, 103.6890166 1.3455908, 103.6888906 1.3456767, 103.6887096 1.3456003, 103.6886671 1.3456962, 103.6886613 1.3457094))",,,,,yes,Blk 18C,,,"[4913954537, 4913954538, 4913954539, 4913954540, 4913954541, 4913954542, 4913954543, 4913954544, 4913954545, 4913954546, 4913954537]",,1,Blk 18C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500300134,"POLYGON ((103.6891714 1.3459382, 103.6892448 1.3461054, 103.6891778 1.3462181, 103.6892633 1.3462767, 103.689334 1.3461884, 103.6895068 1.3462027, 103.6895115 1.3460953, 103.6893599 1.3460818, 103.6892814 1.3458919, 103.6891847 1.3459327, 103.6891714 1.3459382))",,,,,yes,Blk 18D,,,"[4913954547, 4913954548, 4913954549, 4913954550, 4913954551, 4913954552, 4913954553, 4913954554, 4913954555, 4913954556, 4913954547]",,,Blk 18D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500300135,"POLYGON ((103.6891091 1.3464037, 103.6892633 1.3465013, 103.6892647 1.3467046, 103.6893729 1.3466962, 103.6893791 1.3465125, 103.689575 1.3464186, 103.6895235 1.3463223, 103.6893456 1.3464174, 103.6891744 1.3463038, 103.6891169 1.3463917, 103.6891091 1.3464037))",,,,,yes,Blk 18A,,,"[4913954557, 4913954558, 4913954559, 4913954560, 4913954561, 4913954562, 4913954563, 4913954564, 4913954565, 4913954566, 4913954557]",,1,Blk 18A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,506855835,"POLYGON ((103.6810559 1.3453466, 103.6811053 1.3453465, 103.6812757 1.3453445, 103.681276 1.3451162, 103.6809216 1.345118, 103.6809212 1.3453464, 103.6810559 1.3453466))",,,,,university,Tan Chin Tuan Lecture Theatre,,,"[4965046865, 4965046864, 4965046866, 4965046867, 4965046868, 4965046869, 4965046865]",,,,,,,,陈振传 会场,,,,,,,,,,,,,,,,,,,,,chinese name,,,,,,,,
way,508384940,"POLYGON ((103.6868925 1.3537983, 103.6869404 1.3537692, 103.686915 1.3537275, 103.6869899 1.353682, 103.6870352 1.3537566, 103.6871105 1.3538805, 103.6871619 1.353965, 103.6870392 1.3540395, 103.6868925 1.3537983))",,,,,yes,Nanyang Grove,,,"[4751154963, 5284960572, 5284960571, 4976977021, 4976977042, 4976977043, 4976977022, 4976977023, 4751154963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384941,"POLYGON ((103.6867688 1.353296, 103.6867473 1.3533115, 103.6867528 1.3533192, 103.6867166 1.3533453, 103.6866838 1.3533, 103.6866732 1.3533077, 103.6866346 1.3532542, 103.6866634 1.3532334, 103.6866187 1.3531715, 103.6866004 1.3531847, 103.6865598 1.3531285, 103.6865672 1.3531232, 103.6865319 1.3530744, 103.6865955 1.3530285, 103.686617 1.3530582, 103.6866778 1.3530143, 103.6866855 1.353025, 103.6867306 1.3529924, 103.6867713 1.3530488, 103.6867241 1.3530829, 103.6867335 1.3530959, 103.6866996 1.3531203, 103.6867426 1.3531799, 103.686779 1.3531537, 103.6867859 1.3531633, 103.6868319 1.3531301, 103.6868785 1.3531946, 103.6867736 1.3532704, 103.6867537 1.3532429, 103.6867385 1.3532539, 103.6867688 1.353296))",,,,,residential,Blk 21,,,"[4976977024, 5284960577, 5284960576, 5284960575, 5284960574, 5284960573, 4976977025, 4976977026, 4976977027, 5284960579, 5284960580, 4976977028, 4976977029, 4976977030, 4976977033, 5284960582, 5284960581, 4976977034, 4976977035, 5284960583, 5284960584, 4976977036, 4976977037, 5284960586, 5284960585, 4976977038, 4976977039, 4976977040, 4976977041, 5284960578, 4976977024]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384942,"POLYGON ((103.6869703 1.3536551, 103.6870896 1.3535973, 103.6870548 1.3535255, 103.6870063 1.353549, 103.6869989 1.3535337, 103.6869402 1.3535621, 103.6869089 1.3534974, 103.6869652 1.3534701, 103.6869568 1.3534527, 103.6870092 1.3534274, 103.6869792 1.3533654, 103.6868486 1.3534287, 103.6868283 1.3533868, 103.6867601 1.3534199, 103.6868138 1.3535308, 103.6868438 1.3535163, 103.6868809 1.3535927, 103.686859 1.3536033, 103.6869117 1.353712, 103.6869815 1.3536782, 103.6869703 1.3536551))",,,,,residential,Blk 23,,,"[4976977044, 4976977045, 4976977046, 5284960588, 5284960587, 4976977047, 5284960589, 5284960590, 4976977048, 4976977049, 4976977050, 4976977051, 4976977052, 4976977053, 4976977054, 4976977055, 4976977056, 4976977057, 4976977058, 4976977059, 4976977044]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384943,"POLYGON ((103.6871035 1.3536277, 103.6871088 1.3535484, 103.6871646 1.3535522, 103.6871665 1.3535227, 103.6871472 1.3535214, 103.6871516 1.3534559, 103.6871632 1.3534566, 103.6871671 1.3533989, 103.6872399 1.3534037, 103.6872362 1.3534604, 103.6872532 1.3534615, 103.6872505 1.3535023, 103.6873204 1.353507, 103.6873256 1.3534291, 103.6873972 1.3534338, 103.6873963 1.3534486, 103.6874445 1.3534519, 103.6874397 1.3535241, 103.6873756 1.3535199, 103.6873739 1.3535453, 103.6874147 1.353548, 103.6874064 1.3536727, 103.6873326 1.3536677, 103.687336 1.3536162, 103.6873223 1.3536153, 103.6873238 1.3535932, 103.6873114 1.3535924, 103.6873105 1.3536053, 103.6872239 1.3535995, 103.6872207 1.3536484, 103.6871592 1.3536444, 103.6871601 1.3536314, 103.6871035 1.3536277))",,,,,residential,Blk 25,,,"[4976977060, 4976977061, 4976977062, 4976977063, 4976977064, 5284960530, 5284960529, 5284960528, 5284960525, 5284960526, 5284960527, 4976977065, 5284960524, 5284960523, 5284960522, 5284960521, 5284959920, 4976977066, 4976977067, 5284959919, 4976977068, 4976977069, 4976977070, 4976977071, 4976977072, 4976977073, 5284959918, 4976977074, 4976977075, 4976977076, 4976977077, 4976977078, 4976977060]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384944,"POLYGON ((103.6874353 1.3537335, 103.6874353 1.3537861, 103.6874149 1.3537861, 103.6874148 1.3538404, 103.6873928 1.3538404, 103.6873927 1.3538907, 103.6873689 1.3538906, 103.6873689 1.3539259, 103.6873243 1.3539258, 103.6873244 1.3538417, 103.6873149 1.3538417, 103.687315 1.3537773, 103.6873411 1.3537774, 103.6873411 1.3537334, 103.6874353 1.3537335))",,,,,residential,Blk 27,,,"[5284960564, 5284960565, 5284960566, 5284960567, 5284960568, 5284960569, 5284960570, 4976977085, 4976977086, 5284960560, 5284960561, 5284960562, 5284960563, 4976977087, 5284960564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384945,"POLYGON ((103.6872908 1.3540333, 103.6873429 1.3540011, 103.6873066 1.3539422, 103.6871921 1.3540128, 103.6871727 1.3539813, 103.6871493 1.3539957, 103.6871442 1.3539875, 103.6871074 1.3540102, 103.6871381 1.3540599, 103.6871277 1.3540664, 103.6871616 1.3541213, 103.6871809 1.3541094, 103.6872266 1.3541835, 103.687198 1.3542011, 103.6872301 1.3542533, 103.6872398 1.3542473, 103.6872687 1.3542942, 103.6873015 1.3542739, 103.6872976 1.3542675, 103.6873228 1.3542519, 103.6872981 1.3542119, 103.6873172 1.3542001, 103.6873343 1.3542279, 103.6874391 1.3541634, 103.6874096 1.3541156, 103.6874034 1.3541195, 103.687391 1.3540994, 103.6873488 1.3541253, 103.6873411 1.3541128, 103.6873056 1.3541347, 103.6872656 1.3540698, 103.6873002 1.3540485, 103.6872908 1.3540333))",,,,,residential,Blk 29,,,"[4976977088, 4976977089, 4976977090, 4976977091, 4976977092, 5284960550, 4976977093, 4976977094, 5284960544, 4976977095, 5284960543, 4976977096, 5284960551, 5284960557, 4976977097, 4976977098, 4976977099, 5284960556, 5284960555, 5284960554, 5284960553, 5284960552, 4976977100, 5284960558, 5284960559, 4976977101, 4976977102, 5284960545, 5284960546, 5284960548, 5284960547, 5284960549, 4976977088]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384946,"POLYGON ((103.6876309 1.354466, 103.6876327 1.3542062, 103.6874879 1.3542052, 103.6874887 1.3540914, 103.6876395 1.3540925, 103.6876402 1.3539889, 103.6877146 1.3539894, 103.6877139 1.3540925, 103.6877418 1.3540927, 103.6877592 1.3540929, 103.6879096 1.3540939, 103.6879092 1.3541508, 103.6878865 1.3541507, 103.6878861 1.3542045, 103.6877874 1.3542038, 103.6877439 1.3542035, 103.6877421 1.3544668, 103.6876309 1.354466))",,,,,residential,Blk 19A,,,"[4976977103, 4976977104, 4976977105, 4976977106, 5284960726, 5284960725, 5284960724, 5284960723, 5177435122, 4976977110, 4976977111, 5284960728, 5284960727, 4976977112, 5057668222, 4976977113, 5177435125, 4976977103]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384947,"POLYGON ((103.6875467 1.3537873, 103.6875342 1.3537412, 103.6875729 1.3537308, 103.6875548 1.353664, 103.687681 1.3536299, 103.6876534 1.3535276, 103.6876468 1.3535294, 103.6876375 1.3534951, 103.6876488 1.353492, 103.6876423 1.3534679, 103.6876806 1.3534576, 103.687687 1.3534813, 103.6877581 1.353462, 103.6877532 1.3534439, 103.6877905 1.3534339, 103.6877957 1.3534527, 103.6878086 1.3534492, 103.68782 1.3534915, 103.6878065 1.3534952, 103.687831 1.353586, 103.6879613 1.3535508, 103.6879927 1.3536667, 103.6875467 1.3537873))",,,,,residential,Blk 19B,,,"[4976977115, 5284960541, 5284960540, 4976977116, 4976977117, 5284960538, 5284960536, 5284960537, 5284960539, 4976977118, 4976977119, 5284960542, 4976977120, 5284960535, 5284960534, 5284960533, 4976977321, 5284960531, 5284960532, 4976977322, 4976977323, 4976977324, 4976977115]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384948,"POLYGON ((103.6878811 1.35402, 103.6879861 1.3540198, 103.6880214 1.3540197, 103.688022 1.35429, 103.6881314 1.3542897, 103.6881311 1.3541199, 103.6881309 1.3540192, 103.6882719 1.3540189, 103.6882717 1.3539107, 103.6880929 1.3539111, 103.6880927 1.3538416, 103.6880196 1.3538418, 103.6880198 1.3539105, 103.6879844 1.3539106, 103.6878809 1.3539108, 103.6878811 1.35402))",,,,,dormitory,Tanjong Hall Blk 20A,,,"[4976977325, 5057668224, 4976977326, 4976977327, 4976977328, 5057668231, 5057668232, 4976977330, 4976977331, 5284960721, 5284960619, 5284960620, 5284960722, 5057668225, 4976977336, 4976977325]",10,,,,,wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384949,"POLYGON ((103.6881907 1.3536812, 103.6881914 1.3536257, 103.6880489 1.3536237, 103.6880504 1.3535211, 103.6881896 1.353523, 103.6881899 1.3535019, 103.6882336 1.3535025, 103.6882407 1.3533586, 103.6882548 1.3533749, 103.6882518 1.3535016, 103.6882807 1.353502, 103.6882804 1.3535261, 103.6884393 1.3535284, 103.688439 1.3535523, 103.6884527 1.3535525, 103.6884517 1.3536189, 103.6884379 1.3536187, 103.6884377 1.3536301, 103.6883049 1.3536282, 103.6883042 1.3536828, 103.6881907 1.3536812))",,,,,residential,Tanjong Hall Blk 20B,,,"[4976977337, 4976977338, 4976977339, 4976977340, 4976977341, 5284959910, 5284959911, 4976977342, 4976977343, 5284959912, 5284959913, 5177435121, 4976977345, 5284959917, 5284959914, 5284959915, 5284959916, 4976977346, 5015950542, 4976977347, 4976977337]",10,,,,,wired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384950,"POLYGON ((103.6881361 1.3534336, 103.688233 1.3533497, 103.6882407 1.3533586, 103.6882548 1.3533749, 103.6883091 1.3534376, 103.6884125 1.3533481, 103.6883876 1.3533194, 103.688375 1.3533304, 103.6883251 1.3532728, 103.6883412 1.3532589, 103.6883164 1.3532303, 103.6882224 1.3533117, 103.6881993 1.3532851, 103.6882325 1.3532564, 103.6882129 1.3532337, 103.6881764 1.3532653, 103.6881488 1.3532334, 103.688088 1.3532859, 103.6880788 1.3532753, 103.6880573 1.3532939, 103.6880884 1.3533299, 103.6880784 1.3533386, 103.6881268 1.3533944, 103.6881127 1.3534066, 103.6881361 1.3534336))",,,,,residential,Blk 20B,,,"[4976977349, 4976977350, 4976977342, 4976977343, 4976977351, 4976977352, 5284960598, 5284960597, 5284960596, 5284960595, 4976977353, 4976977354, 5284960594, 5284960593, 5284960591, 5284960592, 4976977355, 5284960603, 5284960604, 4976977356, 5284960602, 5284960601, 5284960600, 5284960599, 4976977349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384951,"POLYGON ((103.6883971 1.3544842, 103.6884014 1.3542075, 103.6882575 1.3542053, 103.6882593 1.3540904, 103.6883887 1.3540924, 103.6883901 1.354001, 103.6884699 1.3540022, 103.6884685 1.3540906, 103.6885571 1.3540919, 103.6886573 1.3540935, 103.6886555 1.3542046, 103.6885069 1.3542022, 103.6885035 1.3544197, 103.6884869 1.3544194, 103.6884866 1.3544339, 103.6884486 1.3544334, 103.6884478 1.354485, 103.6883971 1.3544842))",,,,,residential,Blk 21A,,,"[4976977357, 4976977358, 4976977359, 4976977360, 4976977361, 5284960614, 5284960613, 4976977364, 5284959906, 4976977365, 4976977366, 4976977367, 5284960615, 5284960616, 4976977368, 5284960618, 5284960617, 4976977357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384952,"POLYGON ((103.6885674 1.3535474, 103.688618 1.353456, 103.6887441 1.3535258, 103.6888344 1.3533667, 103.688864 1.3533429, 103.6887736 1.3535142, 103.6888165 1.3535379, 103.6887958 1.3535753, 103.6889822 1.3536785, 103.688933 1.3537674, 103.6887353 1.353658, 103.6887019 1.3537183, 103.6886623 1.3536964, 103.6887032 1.3536226, 103.6885674 1.3535474))",,,,,residential,21B,,,"[4976977369, 4976977370, 4976977371, 4976977372, 4976977373, 4976977374, 5284960610, 5284960609, 4976977375, 4976977376, 4976977377, 4976977378, 4976977379, 4976977380, 4976977369]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384953,"POLYGON ((103.6887391 1.3534435, 103.6888344 1.3533667, 103.688864 1.3533429, 103.6889197 1.353298, 103.6888772 1.3532453, 103.6886966 1.3533908, 103.6887391 1.3534435))",,,,,residential,21B,,,"[4976977381, 4976977372, 4976977373, 4976977382, 4976977383, 4976977384, 4976977381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508384954,"POLYGON ((103.6884956 1.3535022, 103.6888888 1.3531739, 103.6888092 1.3530786, 103.6888635 1.3530332, 103.6887762 1.3529288, 103.6887252 1.3529714, 103.6886775 1.3529143, 103.6883878 1.3531562, 103.6885228 1.3533177, 103.688416 1.3534069, 103.6884956 1.3535022))",,,,,yes,Carpark,,,"[4976977385, 4976977389, 5284960605, 5284960606, 5284960607, 5284960608, 4976977391, 4976977394, 4976977395, 4976977396, 4976977385]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518158328,"POLYGON ((103.6865054 1.3555883, 103.6865899 1.3555879, 103.6865885 1.3552523, 103.686504 1.3552526, 103.6865051 1.3555233, 103.6863955 1.3555237, 103.6863931 1.3552891, 103.6863223 1.3552901, 103.6863249 1.3557395, 103.6863956 1.3557394, 103.6863951 1.3555624, 103.6865053 1.3555613, 103.6865054 1.3555883))",,,,,yes,Block 55,,,"[5055111223, 5055111224, 5055111225, 5055111226, 5055111228, 5055111229, 5055111234, 5055111233, 5055111232, 5055111231, 5055111230, 5055111227, 5055111223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518158330,"POLYGON ((103.6870624 1.3551727, 103.6870608 1.3552571, 103.6867251 1.3552504, 103.6867268 1.355166, 103.6869975 1.3551714, 103.6869996 1.3550618, 103.6866942 1.3550575, 103.6866972 1.3549796, 103.6871873 1.3549858, 103.6871853 1.3550643, 103.6870383 1.355062, 103.6870355 1.3551721, 103.6870624 1.3551727))",,,,,yes,Block 56,,,"[5055111235, 5055111236, 5055111237, 5055111238, 5055111239, 5055111240, 5055111241, 5055111242, 5055111243, 5055111244, 5055111245, 5055111246, 5055111235]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518158333,"POLYGON ((103.6858094 1.3550515, 103.6858111 1.3549671, 103.6861467 1.3549737, 103.6861451 1.3550582, 103.6858744 1.3550528, 103.6858722 1.3551624, 103.6861777 1.3551667, 103.6861747 1.3552446, 103.6856845 1.3552384, 103.6856865 1.3551598, 103.6858335 1.3551622, 103.6858363 1.355052, 103.6858094 1.3550515))",,,,,yes,Block 54,,,"[5055111247, 5055111248, 5055111249, 5055111250, 5055111251, 5055111252, 5055111253, 5055111254, 5055111255, 5055111256, 5055111257, 5055111258, 5055111247]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518158336,"POLYGON ((103.6863961 1.3542458, 103.6863116 1.3542458, 103.6863118 1.3545814, 103.6863963 1.3545814, 103.6863961 1.3543107, 103.6865057 1.3543107, 103.6865041 1.3546161, 103.6865821 1.3546146, 103.6865854 1.3541245, 103.6865068 1.3541251, 103.6865063 1.354272, 103.6863961 1.3542727, 103.6863961 1.3542458))",,,,,yes,Block 53,,,"[5055111259, 5055111260, 5055111261, 5055111262, 5055111263, 5055111264, 5055111265, 5055111266, 5055111267, 5055111268, 5055111269, 5055111270, 5055111259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518158338,"POLYGON ((103.6864372 1.3551115, 103.6865953 1.3549943, 103.6863321 1.3546395, 103.686174 1.3547568, 103.6864372 1.3551115))",,,,,yes,,,,"[5055111271, 5055111272, 5055111273, 5055111274, 5055111271]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,518158340,"POLYGON ((103.6855882 1.3530572, 103.6856735 1.3531717, 103.6858086 1.3533411, 103.6858582 1.3533028, 103.6858773 1.3532881, 103.6857848 1.3531671, 103.6858707 1.3531061, 103.6858616 1.3530929, 103.6859434 1.3530695, 103.6859236 1.3530126, 103.6859109 1.3530169, 103.6857816 1.3525821, 103.6856873 1.3526119, 103.68582 1.3530364, 103.6857338 1.3531026, 103.685657 1.3530042, 103.6855882 1.3530572))",,,,,yes,Block 48,,,"[4226154913, 6875052617, 4226154924, 6875052621, 4226154922, 4226154920, 7951546613, 7951546610, 7951546612, 7951546611, 4226154915, 4226154899, 4226154902, 4226154912, 4226154917, 4226154910, 4226154913]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
