u,v,key,osmid,lanes,highway,service,oneway,reversed,length,geometry,name,maxspeed,junction,bridge,access,tunnel,width,est_width
10848153170,10848153173,0,"[1166293886, 1166293887]",,"['steps', 'footway']",,False,False,3.319,"LINESTRING (103.7830276 1.2921027, 103.7830144 1.2920947, 103.7830024 1.2920867)",,,,,,,,
10848153172,10848153173,0,1166293887,,footway,,False,True,4.166,"LINESTRING (103.7829713 1.2920658, 103.7830024 1.2920867)",,,,,,,,
10848153173,10848153172,0,1166293887,,footway,,False,False,4.166,"LINESTRING (103.7830024 1.2920867, 103.7829713 1.2920658)",,,,,,,,
10848153173,8212296559,0,142091718,2,service,parking_aisle,False,False,9.972999999999999,"LINESTRING (103.7830024 1.2920867, 103.7830219 1.2920608, 103.7830325 1.2920497, 103.7830733 1.29204)",,,,,,,,
10848153173,1555169611,0,"[674863988, 142091718]",2,service,parking_aisle,False,True,144.705,"LINESTRING (103.7830024 1.2920867, 103.7829701 1.2921295, 103.7828897 1.2922019, 103.7828046 1.2922736, 103.7827322 1.2923238, 103.7826446 1.29236, 103.7825629 1.2923705, 103.7824987 1.292367, 103.7823516 1.2923693, 103.7819787 1.2924621, 103.7819184 1.2924641, 103.7818595 1.2924528, 103.7818166 1.2924329)",,,,,,,,
10848153173,10848153170,0,"[1166293886, 1166293887]",,"['steps', 'footway']",,False,True,3.319,"LINESTRING (103.7830024 1.2920867, 103.7830144 1.2920947, 103.7830276 1.2921027)",,,,,,,,
10853052807,10853052808,0,1167145242,,steps,,False,False,20.203,"LINESTRING (103.7750526 1.2947988, 103.7748846 1.2947295)",,,,,,,,
10853052807,7937167469,0,638966143,1,service,,False,False,116.64,"LINESTRING (103.7750526 1.2947988, 103.7754595 1.2938714, 103.775471 1.293837)",Research Link,,,,,,,
10853052807,977383417,0,1167145244,1,service,,False,True,17.775,"LINESTRING (103.7750526 1.2947988, 103.7750071 1.2949026, 103.7749884 1.2949452)",Research Link,,,,,yes,,
10853052808,10853052807,0,1167145242,,steps,,False,True,20.203,"LINESTRING (103.7748846 1.2947295, 103.7750526 1.2947988)",,,,,,,,
10853052808,7937167470,0,1084062769,,cycleway,,False,False,118.981,"LINESTRING (103.7748846 1.2947295, 103.7749235 1.2946478, 103.7749442 1.2946043, 103.775323 1.2937534)",,,,,,,,
10853052808,10128318315,0,"[1205487841, 1106863308]",,"['cycleway', 'footway']",,False,True,97.908,"LINESTRING (103.7748846 1.2947295, 103.7747061 1.2951049, 103.7742413 1.2951174)",,,,,,,,
10853052819,1601425589,0,32180796,2,service,,False,False,17.287,"LINESTRING (103.7745487 1.2958398, 103.7746224 1.2957029)",Research Link,,,,,,,
10853052819,10853052820,0,1167145248,,footway,,False,False,14.601,"LINESTRING (103.7745487 1.2958398, 103.7744358 1.2957727)",,,,,,,,
10853052819,361030521,0,"[747393584, 741865394, 32180796, 747393583]",2,service,,False,True,109.30900000000001,"LINESTRING (103.7745487 1.2958398, 103.7745007 1.295929, 103.7744198 1.2960797, 103.7743014 1.2962176, 103.7741971 1.2963146, 103.7741129 1.2963954, 103.7738818 1.2965349)",Research Link,,,,,,,
10853052820,10853052819,0,1167145248,,footway,,False,True,14.601,"LINESTRING (103.7744358 1.2957727, 103.7745487 1.2958398)",,,,,,,,
10861645377,10848137335,0,1166292704,,service,driveway,False,False,10.033,"LINESTRING (103.7738028 1.2972328, 103.7737728 1.2971477)",,,,,,,,
10861645377,10848137334,0,1166292704,,service,driveway,False,True,5.957,"LINESTRING (103.7738028 1.2972328, 103.7738215 1.297283)",,,,,,,,
10861645377,5792709227,0,850059088,,footway,,False,False,28.832,"LINESTRING (103.7738028 1.2972328, 103.7737286 1.2972626, 103.7735599 1.2973236)",,,,,,,,
10861645377,7930746766,0,850059088,,footway,,False,True,157.99099999999999,"LINESTRING (103.7738028 1.2972328, 103.7738841 1.2972047, 103.7740204 1.2971674, 103.7740999 1.2971553, 103.7741783 1.2971577, 103.7743724 1.2971818, 103.7744447 1.2971915, 103.7745008 1.297183, 103.7745496 1.2971601, 103.7746762 1.2970589, 103.7747968 1.2969769, 103.7749475 1.2969094, 103.7750982 1.2968769, 103.7751119 1.296902)",,,,,,,,
10873080139,4636541622,0,"[469292027, 1169280348]",,footway,,False,False,101.19699999999999,"LINESTRING (103.7709169 1.3003274, 103.7709247 1.3003431, 103.7712797 1.3001999, 103.7713507 1.3001751, 103.7714564 1.3001376, 103.7715297 1.300115, 103.7715498 1.3001088, 103.7717632 1.3000379)",,,,,,,,
10901301130,10901301131,0,1173229001,,footway,,False,False,63.709,"LINESTRING (103.7758388 1.3005033, 103.7753337 1.3002326)",,,,,,,,
10901301131,10901301130,0,1173229001,,footway,,False,True,63.709,"LINESTRING (103.7753337 1.3002326, 103.7758388 1.3005033)",,,,,,,,
10901301131,10901301133,0,1173229002,,service,driveway,False,False,13.483,"LINESTRING (103.7753337 1.3002326, 103.7753554 1.3001133)",,,,,,,,
10901301131,10901301132,0,1173229002,,service,driveway,False,True,12.555,"LINESTRING (103.7753337 1.3002326, 103.77531 1.300343)",,,,,,,,
10901301132,10901301131,0,1173229002,,service,driveway,False,False,12.555,"LINESTRING (103.77531 1.300343, 103.7753337 1.3002326)",,,,,,,,
10901301132,7929897421,0,"[743348197, 743348198]",2,service,,False,False,12.501,"LINESTRING (103.77531 1.300343, 103.7753319 1.3003526, 103.7754131 1.3003879)",,,,,,,,
10901301132,1358272660,0,"[743348200, 465236785, 465236789, 743348198]",2,service,,False,"[False, True]",67.131,"LINESTRING (103.77531 1.300343, 103.7752724 1.3003266, 103.7751264 1.3002631, 103.7751028 1.3002664, 103.7750832 1.3002866, 103.7750205 1.3004167, 103.7749794 1.300519, 103.7749334 1.3006043)",Sports Drive 2,,,,no,,,
10901301133,10901301131,0,1173229002,,service,driveway,False,True,13.483,"LINESTRING (103.7753554 1.3001133, 103.7753337 1.3002326)",,,,,,,,
10901301133,10901301135,0,1173229003,,steps,,False,False,9.562,"LINESTRING (103.7753554 1.3001133, 103.7753594 1.3000274)",,,,,,,,
10901301133,11018992664,0,1186359916,,footway,,False,True,9.562,"LINESTRING (103.7753554 1.3001133, 103.7753962 1.3000376)",,,,,,,,
10901301135,10901301133,0,1173229003,,steps,,False,True,9.562,"LINESTRING (103.7753594 1.3000274, 103.7753554 1.3001133)",,,,,,,,
10964931331,10964931338,0,1180602908,,footway,,False,True,7.919,"LINESTRING (103.784705 1.2941235, 103.784711 1.2941034, 103.7846949 1.2940558)",,,,,,yes,,
10964931333,10964931339,0,439895322,,footway,,False,False,37.358,"LINESTRING (103.7846284 1.2936951, 103.7846057 1.2940303)",,,,,,yes,,
10964931333,10964931336,0,439895322,,footway,,False,True,21.02,"LINESTRING (103.7846284 1.2936951, 103.7846412 1.2935065)",,,,,,yes,,
10964931333,10964931334,0,1180602909,,footway,,False,True,14.652,"LINESTRING (103.7846284 1.2936951, 103.7847598 1.2937054)",,,,,,yes,,
10964931334,10964931333,0,1180602909,,footway,,False,False,14.652,"LINESTRING (103.7847598 1.2937054, 103.7846284 1.2936951)",,,,,,yes,,
10964931334,10964931336,0,1180602910,,footway,,False,False,39.452,"LINESTRING (103.7847598 1.2937054, 103.7847961 1.2935088, 103.7846412 1.2935065)",,,,,,yes,,
10964931334,10964931338,0,1180602910,,footway,,False,True,39.625,"LINESTRING (103.7847598 1.2937054, 103.7847349 1.2938395, 103.7846949 1.2940558)",,,,,,yes,,
10964931336,10964931333,0,439895322,,footway,,False,False,21.02,"LINESTRING (103.7846412 1.2935065, 103.7846284 1.2936951)",,,,,,yes,,
10964931336,4375723217,0,439895322,,footway,,False,True,32.441,"LINESTRING (103.7846412 1.2935065, 103.7846486 1.2933968, 103.7845248 1.2933061, 103.7845044 1.2932864)",,,,,,yes,,
10964931336,10964931334,0,1180602910,,footway,,False,True,39.452,"LINESTRING (103.7846412 1.2935065, 103.7847961 1.2935088, 103.7847598 1.2937054)",,,,,,yes,,
10964931338,10964931339,0,1180602910,,footway,,False,True,10.314,"LINESTRING (103.7846949 1.2940558, 103.7846057 1.2940303)",,,,,,yes,,
10964931338,10964931331,0,1180602908,,footway,,False,False,7.919,"LINESTRING (103.7846949 1.2940558, 103.784711 1.2941034, 103.784705 1.2941235)",,,,,,yes,,
10964931338,10964931334,0,1180602910,,footway,,False,False,39.625,"LINESTRING (103.7846949 1.2940558, 103.7847349 1.2938395, 103.7847598 1.2937054)",,,,,,yes,,
10964931339,10964931333,0,439895322,,footway,,False,True,37.358,"LINESTRING (103.7846057 1.2940303, 103.7846284 1.2936951)",,,,,,yes,,
10964931339,10964931338,0,1180602910,,footway,,False,False,10.314,"LINESTRING (103.7846057 1.2940303, 103.7846949 1.2940558)",,,,,,yes,,
10964931339,4375159032,0,"[439837568, 439895322]",,footway,,False,"[False, True]",14.199,"LINESTRING (103.7846057 1.2940303, 103.7845589 1.2940235, 103.7844878 1.2939859)",,,,,,yes,,
10976450021,10976450022,0,1181979593,,footway,,False,False,62.013,"LINESTRING (103.7801186 1.2983799, 103.7796121 1.2986136)",,,,,,,,
10976450021,11025586090,0,"[1148565263, 1181979591]",,footway,,False,False,121.68199999999999,"LINESTRING (103.7801186 1.2983799, 103.7801828 1.2975633, 103.7802612 1.2974685, 103.7804134 1.297471)",,,,,,,,
10976450021,1854386489,0,"[1181979592, 1181979591]",,"['steps', 'footway']",,False,True,19.797,"LINESTRING (103.7801186 1.2983799, 103.780111 1.2984774, 103.7801047 1.2985574)",,,,,,,,
10976450022,10976450021,0,1181979593,,footway,,False,True,62.013,"LINESTRING (103.7796121 1.2986136, 103.7801186 1.2983799)",,,,,,,,
10976450023,1854386489,0,230398590,,footway,,False,False,2.282,"LINESTRING (103.780124 1.2985504, 103.7801047 1.2985574)",,,,,,,,
10976450023,2389088994,0,230398590,,footway,,False,True,78.305,"LINESTRING (103.780124 1.2985504, 103.7807868 1.298312)",,,,,,,,
10976450023,10976450024,0,1181979594,,path,,False,False,18.339,"LINESTRING (103.780124 1.2985504, 103.7801424 1.2983865)",,,,,,,,
10976450023,10976450025,0,1181979594,,path,,False,True,7.817,"LINESTRING (103.780124 1.2985504, 103.7801236 1.2986207)",,,,,,,,
10976450024,10976450023,0,1181979594,,path,,False,True,18.339,"LINESTRING (103.7801424 1.2983865, 103.780124 1.2985504)",,,,,,,,
10976450025,10976450023,0,1181979594,,path,,False,False,7.817,"LINESTRING (103.7801236 1.2986207, 103.780124 1.2985504)",,,,,,,,
11018979879,2372218264,0,1182828176,,footway,,False,False,40.089,"LINESTRING (103.7738177 1.3010081, 103.7738755 1.3009809, 103.773962 1.3009286, 103.7740086 1.3008953, 103.7740418 1.3008709, 103.7741182 1.3008109)",,,,,,,,
11018979879,7919407023,0,"[1182828176, 848758218]",,footway,,False,True,46.512,"LINESTRING (103.7738177 1.3010081, 103.7736905 1.301068, 103.7735103 1.3011338, 103.7734303 1.3011652)",,,,,,,,
11018979879,5230843089,0,"[1186360123, 1186360124]",,"['steps', 'footway']",,False,False,18.232,"LINESTRING (103.7738177 1.3010081, 103.7738661 1.3011439, 103.7738769 1.3011605)",,,,,,,,
11018979881,5230843089,0,1186360124,,footway,,False,True,5.162,"LINESTRING (103.7738385 1.3011866, 103.7738769 1.3011605)",,,,,,,,
11018992664,10901301133,0,1186359916,,footway,,False,False,9.562,"LINESTRING (103.7753962 1.3000376, 103.7753554 1.3001133)",,,,,,,,
11018992667,7886411124,0,"[1089795915, 1173229004, 1173229005, 1186359917, 1181979596, 845296660]",,"['steps', 'footway']",,False,True,201.79600000000002,"LINESTRING (103.7754622 1.299991, 103.7755931 1.3000052, 103.7755869 1.3000672, 103.7758066 1.3001822, 103.7759501 1.3002721, 103.7759634 1.3002511, 103.7760744 1.30011, 103.7761435 1.2993859, 103.7761037 1.2992903, 103.7760331 1.2991375)",,,,,,,,
11018992670,1554931423,0,738258062,1,residential,,True,False,27.064,"LINESTRING (103.7729011 1.3011928, 103.7730251 1.3011952, 103.7731445 1.3011922)",Kent Ridge Crescent,40,,,,,,
11018992670,11018992673,0,1186359920,,service,driveway,True,False,32.801,"LINESTRING (103.7729011 1.3011928, 103.7729001 1.3012508, 103.7729714 1.3012764, 103.7731326 1.3012712)",,,,,,,,
11018992673,1554931423,0,540757258,2,service,,False,True,8.883,"LINESTRING (103.7731326 1.3012712, 103.7731445 1.3011922)",Conservatory Drive,,,,,,,
11018992673,1358272753,0,"[540757258, 142076749]",2,service,,False,False,10.963000000000001,"LINESTRING (103.7731326 1.3012712, 103.7731312 1.3012805, 103.7731285 1.3013248, 103.7731345 1.3013692)",Conservatory Drive,,,,,,,
11018992687,5792783415,0,1186359924,,footway,,False,True,4.759,"LINESTRING (103.7728318 1.296635, 103.7727908 1.2966473)",,,,,,,,
11018992695,7912201021,0,"[1186360593, 1186359930, 1186359931]",2,service,driveway,False,True,37.839,"LINESTRING (103.7805035 1.2966392, 103.7804683 1.2966231, 103.7804289 1.2966045, 103.7801934 1.2964989)",,,,,,,,
11018997510,1601438291,0,847948977,,footway,,False,True,3.489,"LINESTRING (103.7807496 1.2971754, 103.7807316 1.2972011)",,,,,,,,
11018997510,1553323724,0,1186360528,,footway,,False,False,2.724,"LINESTRING (103.7807496 1.2971754, 103.7807636 1.2971553)",,,,,,,,
11018997510,11018997514,0,1186360525,,footway,,False,False,67.36200000000001,"LINESTRING (103.7807496 1.2971754, 103.7806763 1.2969321, 103.7807554 1.2967663, 103.7808997 1.2967175, 103.7808944 1.2967027)",,,,,,,,
11018997514,11018997514,0,"[1186360525, 1186360526]",,"['steps', 'footway']",,False,"[False, True]",28.766999999999996,"LINESTRING (103.7808944 1.2967027, 103.7807862 1.296738, 103.780781 1.2967247, 103.7808899 1.2966877, 103.7808944 1.2967027)",,,,,,,,
11018997514,11018997514,1,"[1186360525, 1186360526]",,"['steps', 'footway']",,False,"[False, True]",28.766999999999996,"LINESTRING (103.7808944 1.2967027, 103.7808899 1.2966877, 103.780781 1.2967247, 103.7807862 1.296738, 103.7808944 1.2967027)",,,,,,,,
11018997514,11018997510,0,1186360525,,footway,,False,True,67.36200000000001,"LINESTRING (103.7808944 1.2967027, 103.7808997 1.2967175, 103.7807554 1.2967663, 103.7806763 1.2969321, 103.7807496 1.2971754)",,,,,,,,
11018997518,1601438296,0,"[1148565266, 142074914, 1186360527]",,"['footway', 'steps', 'corridor']",,False,True,81.646,"LINESTRING (103.7809181 1.2965758, 103.7809756 1.2967476, 103.7810856 1.2971027, 103.7810306 1.2971215, 103.7809969 1.2971355, 103.7809902 1.297222)",,,,,,,,
11020038663,11020038666,0,"[690640848, 799528318]",2,service,driveway,True,False,36.672999999999995,"LINESTRING (103.784001 1.2949415, 103.7839765 1.2949712, 103.7838733 1.2950627, 103.7838488 1.2950939, 103.7838412 1.2951047, 103.7838359 1.295115, 103.783816 1.2952017)",,,,,,,,
11020038664,4323078534,0,230638331,,footway,,False,False,4.892,"LINESTRING (103.7837741 1.2952012, 103.7837301 1.2952007)",,,,,,,,
11020038664,11020038666,0,230638331,,footway,,False,True,4.658,"LINESTRING (103.7837741 1.2952012, 103.783816 1.2952017)",,,,,,,,
11020038664,7907911437,0,1186508979,,footway,,False,False,5.384,"LINESTRING (103.7837741 1.2952012, 103.7837642 1.2952486)",,,,,,,,
11020038664,7907911441,0,847437645,,footway,,False,True,39.25,"LINESTRING (103.7837741 1.2952012, 103.7837957 1.2950976, 103.7838332 1.2950507, 103.7838882 1.2949957, 103.7839737 1.2949275)",,,,,,,,
11020038666,11020038664,0,230638331,,footway,,False,False,4.658,"LINESTRING (103.783816 1.2952017, 103.7837741 1.2952012)",,,,,,,,
11020038666,6479978194,0,690640848,2,service,driveway,True,False,2.886,"LINESTRING (103.783816 1.2952017, 103.7838102 1.295227)",,,,,,,,
11020038666,2391320006,0,"[1186508978, 230638331]",,footway,,False,True,26.144,"LINESTRING (103.783816 1.2952017, 103.7838465 1.2952021, 103.7840511 1.2952076)",,,,yes,,,,
11020038669,2391320012,0,847902965,,footway,,False,True,40.812,"LINESTRING (103.782128 1.2952745, 103.7821568 1.2956404)",,,,,,,,
11020038669,1249567595,0,1186508983,,footway,,False,True,5.65,"LINESTRING (103.782128 1.2952745, 103.7820772 1.2952728)",,,,,,,,
11020038669,7915692065,0,847902965,,footway,,False,False,29.413,"LINESTRING (103.782128 1.2952745, 103.7821247 1.2951847, 103.782142 1.2950109)",,,,,,,,
11020038670,1249567602,0,109044020,2,service,,False,False,2.346,"LINESTRING (103.7821232 1.2956988, 103.7821212 1.2956778)",Medical Drive,,,,,,,
11020038670,2391320012,0,1186508980,,footway,,False,False,7.491,"LINESTRING (103.7821232 1.2956988, 103.7821568 1.2956404)",,,,,,,,
11020038670,1553327023,0,109044020,2,service,,False,True,83.255,"LINESTRING (103.7821232 1.2956988, 103.7821288 1.2957587, 103.7821502 1.2958606, 103.7821583 1.2959598, 103.7821564 1.2960604, 103.782161 1.2961448, 103.7821776 1.2962413, 103.7821929 1.296309, 103.7822008 1.2963651, 103.782188 1.2964398)",Medical Drive,,,,,,,
11020038670,11020038671,0,"[1186508984, 1186508980]",,"['steps', 'footway']",,False,"[False, True]",28.546,"LINESTRING (103.7821232 1.2956988, 103.7819913 1.2957584, 103.7819287 1.2958513)",,,,,,,,
11020038671,11020038670,0,"[1186508984, 1186508980]",,"['steps', 'footway']",,False,"[False, True]",28.546,"LINESTRING (103.7819287 1.2958513, 103.7819913 1.2957584, 103.7821232 1.2956988)",,,,,,,,
11025586087,11025586088,0,1187324335,,footway,,False,False,4.57,"LINESTRING (103.7807532 1.2973863, 103.7807123 1.2973822)",,,,,,,,
11025586087,7912520469,0,1187324335,,footway,,False,True,3.604,"LINESTRING (103.7807532 1.2973863, 103.7807855 1.2973891)",,,,,,,,
11025586087,1553324754,0,706343469,1,service,driveway,True,False,15.791,"LINESTRING (103.7807532 1.2973863, 103.7807489 1.2973655, 103.7807272 1.2972837, 103.7806999 1.29726)",Science Drive 1,,,,,,,
11025586088,6869627080,0,712009395,1,service,parking_aisle,True,False,3.943,"LINESTRING (103.7807123 1.2973822, 103.7807166 1.2974174)",Science Drive 1,,,,,,,
11025586088,11025586087,0,1187324335,,footway,,False,True,4.57,"LINESTRING (103.7807123 1.2973822, 103.7807532 1.2973863)",,,,,,,,
11025586088,11025586092,0,"[1187324336, 1187324335]",,footway,,False,False,35.072,"LINESTRING (103.7807123 1.2973822, 103.7804586 1.2973621, 103.7804359 1.2974187)",,,,,,,,
11025586090,9346020726,0,1148565263,,footway,,False,False,1.545,"LINESTRING (103.7804134 1.297471, 103.7804273 1.2974708)",,,,,,,,
11025586090,11025586091,0,1187324336,,footway,,False,True,4.167,"LINESTRING (103.7804134 1.297471, 103.7804273 1.2974362)",,,,,,,,
11025586090,10976450021,0,"[1181979591, 1148565263]",,footway,,False,True,121.68199999999999,"LINESTRING (103.7804134 1.297471, 103.7802612 1.2974685, 103.7801828 1.2975633, 103.7801186 1.2983799)",,,,,,,,
11025586091,11025586090,0,1187324336,,footway,,False,False,4.167,"LINESTRING (103.7804273 1.2974362, 103.7804134 1.297471)",,,,,,,,
11025586091,11025586092,0,1187324336,,footway,,False,True,2.168,"LINESTRING (103.7804273 1.2974362, 103.7804359 1.2974187)",,,,,,,,
11025586091,7915620878,0,"[744666012, 647087598]",1,residential,,True,False,87.475,"LINESTRING (103.7804273 1.2974362, 103.7805094 1.2974575, 103.7806839 1.2974916, 103.7810074 1.2975076, 103.7812075 1.2974973)",Lower Kent Ridge Road,25,,,,,,
11025586092,1854386477,0,666705227,1,residential,,True,False,5.11,"LINESTRING (103.7804359 1.2974187, 103.7803906 1.2974265)",Lower Kent Ridge Road,25,,,,,,
11025586092,11025586091,0,1187324336,,footway,,False,False,2.168,"LINESTRING (103.7804359 1.2974187, 103.7804273 1.2974362)",,,,,,,,
11025586092,11025586088,0,"[1187324336, 1187324335]",,footway,,False,True,35.072,"LINESTRING (103.7804359 1.2974187, 103.7804586 1.2973621, 103.7807123 1.2973822)",,,,,,,,
11137500555,1601429856,0,"[995154408, 1201226095]",,"['steps', 'footway']",,False,True,57.233000000000004,"LINESTRING (103.7739297 1.2976866, 103.7739135 1.2976929, 103.7739598 1.2977907, 103.7738285 1.2979267, 103.7737361 1.2979675, 103.7736916 1.2979344, 103.773649 1.2979441)",,,,,,,,
11137500562,1601429856,0,"[1201226098, 1201226099, 1201226100]",,"['steps', 'footway']",,False,False,33.578,"LINESTRING (103.7738706 1.2981378, 103.7738351 1.2981101, 103.7738168 1.2980958, 103.7737971 1.2980448, 103.7737208 1.297993, 103.773649 1.2979441)",,,,,,,,
11137500571,10719085843,0,1201226109,,footway,,False,True,5.894,"LINESTRING (103.774439 1.2925399, 103.7744914 1.2925318)",,,,,,,,
11137518250,5792783415,0,"[611878400, 611878399]",,footway,,False,False,66.14699999999999,"LINESTRING (103.7731689 1.2963545, 103.7727771 1.296476, 103.7727621 1.2964807, 103.7727654 1.2965001, 103.7727908 1.2966473)",,,,,,,,
11137518250,10719085823,0,"[628773903, 611878399]",,footway,,False,True,30.392,"LINESTRING (103.7731689 1.2963545, 103.7732506 1.2963292, 103.773286 1.2961607, 103.7732823 1.2961455)",,,,,,,,
11137518250,982302128,0,"[628773905, 1201226901, 1201226902, 1201226903, 1201226904, 1201226905, 1201226906]",,"['steps', 'footway']",,False,True,65.832,"LINESTRING (103.7731689 1.2963545, 103.7731401 1.2962646, 103.7731359 1.2962513, 103.7731265 1.2962219, 103.7731097 1.2961693, 103.7730967 1.2961289, 103.7730771 1.2960675, 103.773057 1.2960081, 103.773074 1.2960052, 103.7730846 1.2960002, 103.7731819 1.2959665, 103.7732778 1.2959731)",,,,,,,,
11145614442,2391320018,0,1186508980,,footway,,False,True,5.194,"LINESTRING (103.7823171 1.2951991, 103.7822742 1.2952176)",,,,,,,,
11146664413,11146664414,0,"[1202361544, 1202361543]",,"['steps', 'footway']",,False,True,6.03,"LINESTRING (103.7721278 1.2945412, 103.772138 1.2945208, 103.7721532 1.2944933)",,,,,,,,
11146664414,5120916490,0,1150609345,,service,parking_aisle,False,True,1.826,"LINESTRING (103.7721532 1.2944933, 103.7721696 1.2944942)",,,,,,,,
11146664414,10719085816,0,"[1150609345, 1152422135]",,"['service', 'footway']",parking_aisle,False,False,33.205,"LINESTRING (103.7721532 1.2944933, 103.7719738 1.2944837, 103.7718552 1.2944939)",,,,,,,,
11146664414,11146664413,0,"[1202361544, 1202361543]",,"['steps', 'footway']",,False,False,6.03,"LINESTRING (103.7721532 1.2944933, 103.772138 1.2945208, 103.7721278 1.2945412)",,,,,,,,
11153264933,4729622395,0,"[1203132427, 1203132428, 1203132429]",,"['steps', 'footway']",,False,False,35.089,"LINESTRING (103.7816593 1.2968919, 103.7813996 1.2969892, 103.7813924 1.2969697, 103.7813761 1.2969761)",,,,,,,,
11155921857,977383417,0,644246500,2,service,,False,False,2.387,"LINESTRING (103.7749801 1.294965, 103.7749884 1.2949452)",Research Link,,,,,yes,,
11155921857,11252774950,0,"[747393488, 644246500]",2,service,,False,True,30.183999999999997,"LINESTRING (103.7749801 1.294965, 103.7749179 1.2951128, 103.7748792 1.295188, 103.7748679 1.295212)",Research Link,,,,,yes,,
11155921857,11155921859,0,"[1214527786, 1203478206, 1203478207]",,"['steps', 'footway']",,False,False,22.883000000000003,"LINESTRING (103.7749801 1.294965, 103.7750292 1.2949839, 103.7750513 1.2950277, 103.7750929 1.2950517, 103.7751455 1.2950713)",,,,,,,,
11155921859,11252774950,0,"[1167145240, 1214527773]",,service,driveway,False,False,38.726,"LINESTRING (103.7751455 1.2950713, 103.7751012 1.2951694, 103.7750405 1.2951992, 103.7748679 1.295212)",,,,,private,,,
11155921859,976478167,0,1167145240,,service,driveway,False,True,28.671999999999997,"LINESTRING (103.7751455 1.2950713, 103.7752196 1.2948964, 103.7752105 1.2948291)",,,,,,,,
11155921859,11155921857,0,"[1214527786, 1203478206, 1203478207]",,"['steps', 'footway']",,False,True,22.883,"LINESTRING (103.7751455 1.2950713, 103.7750929 1.2950517, 103.7750513 1.2950277, 103.7750292 1.2949839, 103.7749801 1.294965)",,,,,,,,
11155921871,1748955703,0,142084664,1,residential,,True,False,18.982,"LINESTRING (103.7740708 1.2922858, 103.7742295 1.2922228)",Kent Ridge Drive,40,,,,,,
11155921871,11155921872,0,1203478210,,path,,False,True,13.851,"LINESTRING (103.7740708 1.2922858, 103.7740594 1.2922447, 103.7740533 1.2921861, 103.7740631 1.2921653)",,,,,private,,,
11155921872,496810106,0,161888194,2,residential,,False,False,25.031,"LINESTRING (103.7740631 1.2921653, 103.7740194 1.2921365, 103.7739086 1.2920039)",Heng Mui Keng Terrace,40,,,,,,
11155921872,977377433,0,161888194,2,residential,,False,True,22.296999999999997,"LINESTRING (103.7740631 1.2921653, 103.7741075 1.2921947, 103.7742538 1.292212)",Heng Mui Keng Terrace,40,,,,,,
11155921872,11155921871,0,1203478210,,path,,False,False,13.851,"LINESTRING (103.7740631 1.2921653, 103.7740533 1.2921861, 103.7740594 1.2922447, 103.7740708 1.2922858)",,,,,private,,,
11190454686,1553324746,0,"[1207742837, 1207742838]",,"['corridor', 'footway']",,False,True,26.968,"LINESTRING (103.7805309 1.296629, 103.7805074 1.2966713, 103.7804527 1.2967853, 103.7804264 1.2968477)",,,,,,,,
11210344247,11210344249,0,1210061127,,steps,,False,False,10.27,"LINESTRING (103.7750867 1.2934604, 103.7750917 1.2934765, 103.7751623 1.2934497)",,,,,,,,
11210344249,7936899666,0,850789046,,footway,,False,True,12.323,"LINESTRING (103.7751623 1.2934497, 103.7751254 1.2933452)",,,,,,,,
11210344249,7937167470,0,850789046,,footway,,False,False,39.49,"LINESTRING (103.7751623 1.2934497, 103.7752059 1.2935731, 103.7752582 1.2936965, 103.7752737 1.2937273, 103.775323 1.2937534)",,,,,,,,
11210344249,11210344247,0,1210061127,,steps,,False,True,10.27,"LINESTRING (103.7751623 1.2934497, 103.7750917 1.2934765, 103.7750867 1.2934604)",,,,,,,,
11210344252,976478167,0,"[1210061128, 1158481784, 1162745626, 1162745627, 1162745628, 1162745629]",,"['steps', 'service']",driveway,False,"[False, True]",133.841,"LINESTRING (103.7746913 1.2941008, 103.7746407 1.2940755, 103.7746224 1.2941113, 103.7745774 1.2942059, 103.7745762 1.2943209, 103.7746298 1.2945151, 103.7746781 1.2945833, 103.7747484 1.2946451, 103.7748649 1.2947156, 103.7749248 1.2947393, 103.7749769 1.2947599, 103.7750245 1.2947787, 103.7750874 1.2948036, 103.7751751 1.2948382, 103.7751964 1.2948396, 103.7752105 1.2948291)",,,,yes,private,,,
11210344253,10848137342,0,1166292706,,service,driveway,False,False,8.485,"LINESTRING (103.7759214 1.2941242, 103.7759597 1.2941902)",,,,,private,,,
11210344253,10848137341,0,1166292706,,service,driveway,False,True,4.15,"LINESTRING (103.7759214 1.2941242, 103.7759027 1.2940919)",,,,,private,,,
11210344253,9346078664,0,1214799978,,footway,,False,False,5.486,"LINESTRING (103.7759214 1.2941242, 103.7759307 1.2941163, 103.7759402 1.2940804)",,,,,,,,
11210344253,10814040029,0,1214799978,,footway,,False,True,30.782,"LINESTRING (103.7759214 1.2941242, 103.7759024 1.2941405, 103.7758724 1.2941581, 103.7758403 1.2941625, 103.7758087 1.2941585, 103.7757673 1.2941348, 103.7757487 1.2941006, 103.775746 1.2940665, 103.7757545 1.2940357)",,,,,,,,
